  
 Model:
  LAYER     H(km)     Vp(km/s)     Vs(km/s)  Density     QA(inv)     QB(inv)
  176   0.228E-04 -0.630E-04 -0.205E-11  0.806E-10  0.260E-10
  177   0.212E-04 -0.590E-04 -0.205E-11  0.700E-10  0.227E-10
  178   0.197E-04 -0.553E-04 -0.205E-11  0.608E-10  0.198E-10
  179   0.183E-04 -0.518E-04 -0.205E-11  0.527E-10  0.173E-10
  180   0.170E-04 -0.486E-04 -0.205E-11  0.457E-10  0.150E-10
  181   0.158E-04 -0.456E-04 -0.952E-12  0.397E-10  0.132E-10
  182   0.147E-04 -0.426E-04  0.000E+00  0.345E-10  0.116E-10
  183   0.137E-04 -0.397E-04  0.000E+00  0.299E-10  0.101E-10
  184   0.127E-04 -0.369E-04  0.000E+00  0.259E-10  0.873E-11
  185   0.118E-04 -0.344E-04  0.000E+00  0.225E-10  0.757E-11
  186   0.110E-04 -0.320E-04  0.000E+00  0.195E-10  0.656E-11
  187   0.103E-04 -0.298E-04  0.000E+00  0.169E-10  0.568E-11
  188   0.955E-05 -0.277E-04  0.000E+00  0.146E-10  0.493E-11
  189   0.889E-05 -0.258E-04  0.000E+00  0.127E-10  0.427E-11
  190   0.828E-05 -0.240E-04  0.000E+00  0.110E-10  0.370E-11
  191   0.771E-05 -0.224E-04  0.000E+00  0.952E-11  0.321E-11
  192   0.718E-05 -0.208E-04  0.000E+00  0.825E-11  0.278E-11
  193   0.668E-05 -0.194E-04  0.000E+00  0.715E-11  0.241E-11
  194   0.622E-05 -0.181E-04  0.000E+00  0.619E-11  0.209E-11
  195   0.579E-05 -0.168E-04  0.000E+00  0.537E-11  0.181E-11
  196   0.539E-05 -0.156E-04  0.000E+00  0.465E-11  0.157E-11
  197   0.502E-05 -0.146E-04  0.000E+00  0.403E-11  0.136E-11
  198   0.467E-05 -0.136E-04  0.000E+00  0.349E-11  0.118E-11
  199   0.435E-05 -0.126E-04  0.000E+00  0.303E-11  0.102E-11
  200   0.405E-05 -0.117E-04  0.000E+00  0.197E-10  0.662E-11


                   LOVE WAVE        MODE #  0
        T = 0.4000E+02 C =    0.4230E+01 U   = 0.3816E+01
        AL= 0.2241E-03 GAMMA= 0.0000E+00 ZREF= 0.0000E+00
    M       UT         TT       DC/DH      DC/DB      DC/DR
    1   0.100E+01  0.000E+00 -0.153E-01  0.357E-01 -0.112E-01
    2   0.999E+00 -0.444E-01 -0.153E-01  0.356E-01 -0.111E-01
    3   0.995E+00 -0.887E-01 -0.153E-01  0.354E-01 -0.108E-01
    4   0.988E+00 -0.133E+00 -0.153E-01  0.351E-01 -0.105E-01
    5   0.978E+00 -0.176E+00 -0.153E-01  0.347E-01 -0.100E-01
    6   0.966E+00 -0.220E+00 -0.153E-01  0.342E-01 -0.941E-02
    7   0.951E+00 -0.262E+00 -0.153E-01  0.337E-01 -0.873E-02
    8   0.934E+00 -0.304E+00 -0.153E-01  0.330E-01 -0.795E-02
    9   0.914E+00 -0.345E+00 -0.153E-01  0.323E-01 -0.708E-02
   10   0.892E+00 -0.385E+00 -0.153E-01  0.316E-01 -0.613E-02
   11   0.867E+00 -0.424E+00 -0.124E-01  0.324E-01 -0.378E-02
   12   0.843E+00 -0.454E+00 -0.932E-02  0.331E-01 -0.168E-02
   13   0.822E+00 -0.475E+00 -0.932E-02  0.319E-01 -0.127E-02
   14   0.799E+00 -0.495E+00 -0.932E-02  0.307E-01 -0.840E-03
   15   0.776E+00 -0.514E+00 -0.932E-02  0.294E-01 -0.411E-03
   16   0.752E+00 -0.533E+00 -0.932E-02  0.282E-01  0.198E-04
   17   0.727E+00 -0.552E+00 -0.932E-02  0.269E-01  0.451E-03
   18   0.701E+00 -0.569E+00 -0.486E-02  0.275E-01  0.217E-02
   19   0.680E+00 -0.572E+00 -0.109E-03  0.285E-01  0.387E-02
   20   0.663E+00 -0.559E+00 -0.109E-03  0.271E-01  0.368E-02
   21   0.647E+00 -0.545E+00 -0.109E-03  0.258E-01  0.350E-02
   22   0.631E+00 -0.532E+00 -0.109E-03  0.245E-01  0.334E-02
   23   0.615E+00 -0.519E+00 -0.109E-03  0.233E-01  0.318E-02
   24   0.600E+00 -0.507E+00 -0.109E-03  0.222E-01  0.302E-02
   25   0.585E+00 -0.495E+00 -0.109E-03  0.211E-01  0.288E-02
   26   0.570E+00 -0.483E+00 -0.109E-03  0.200E-01  0.274E-02
   27   0.556E+00 -0.472E+00 -0.109E-03  0.191E-01  0.261E-02
   28   0.542E+00 -0.460E+00 -0.109E-03  0.181E-01  0.248E-02
   29   0.528E+00 -0.449E+00 -0.109E-03  0.172E-01  0.236E-02
   30   0.515E+00 -0.439E+00 -0.109E-03  0.164E-01  0.225E-02
   31   0.502E+00 -0.428E+00 -0.109E-03  0.156E-01  0.214E-02
   32   0.490E+00 -0.418E+00 -0.109E-03  0.148E-01  0.204E-02
   33   0.477E+00 -0.408E+00 -0.109E-03  0.141E-01  0.194E-02
   34   0.465E+00 -0.399E+00 -0.109E-03  0.134E-01  0.184E-02
   35   0.453E+00 -0.389E+00 -0.109E-03  0.127E-01  0.176E-02
   36   0.442E+00 -0.380E+00 -0.109E-03  0.121E-01  0.167E-02
   37   0.431E+00 -0.371E+00 -0.109E-03  0.115E-01  0.159E-02
   38   0.420E+00 -0.362E+00 -0.109E-03  0.109E-01  0.151E-02
   39   0.409E+00 -0.354E+00 -0.727E-04  0.104E-01  0.145E-02
   40   0.399E+00 -0.346E+00 -0.382E-04  0.992E-02  0.138E-02
   41   0.389E+00 -0.337E+00 -0.382E-04  0.943E-02  0.131E-02
   42   0.379E+00 -0.329E+00 -0.382E-04  0.896E-02  0.125E-02
   43   0.369E+00 -0.321E+00 -0.382E-04  0.851E-02  0.119E-02
   44   0.360E+00 -0.313E+00 -0.382E-04  0.809E-02  0.113E-02
   45   0.351E+00 -0.305E+00 -0.382E-04  0.769E-02  0.108E-02
   46   0.342E+00 -0.298E+00 -0.382E-04  0.730E-02  0.102E-02
   47   0.333E+00 -0.291E+00 -0.382E-04  0.694E-02  0.973E-03
   48   0.325E+00 -0.284E+00 -0.382E-04  0.659E-02  0.925E-03
   49   0.317E+00 -0.277E+00 -0.382E-04  0.626E-02  0.880E-03
   50   0.308E+00 -0.270E+00 -0.382E-04  0.595E-02  0.836E-03
   51   0.301E+00 -0.264E+00 -0.382E-04  0.565E-02  0.795E-03
   52   0.293E+00 -0.257E+00 -0.382E-04  0.537E-02  0.756E-03
   53   0.285E+00 -0.251E+00 -0.382E-04  0.510E-02  0.719E-03
   54   0.278E+00 -0.245E+00 -0.382E-04  0.484E-02  0.684E-03
   55   0.271E+00 -0.239E+00 -0.382E-04  0.460E-02  0.651E-03
   56   0.264E+00 -0.233E+00 -0.382E-04  0.437E-02  0.619E-03
   57   0.257E+00 -0.228E+00 -0.382E-04  0.415E-02  0.588E-03
   58   0.251E+00 -0.222E+00 -0.382E-04  0.394E-02  0.560E-03
   59   0.244E+00 -0.217E+00 -0.382E-04  0.374E-02  0.532E-03
   60   0.238E+00 -0.212E+00 -0.382E-04  0.355E-02  0.506E-03
   61   0.232E+00 -0.207E+00 -0.250E-04  0.339E-02  0.482E-03
   62   0.226E+00 -0.202E+00 -0.123E-04  0.323E-02  0.459E-03
   63   0.220E+00 -0.197E+00 -0.123E-04  0.307E-02  0.436E-03
   64   0.214E+00 -0.192E+00 -0.123E-04  0.291E-02  0.414E-03
   65   0.209E+00 -0.187E+00 -0.123E-04  0.277E-02  0.394E-03
   66   0.203E+00 -0.183E+00 -0.123E-04  0.263E-02  0.374E-03
   67   0.198E+00 -0.178E+00 -0.123E-04  0.249E-02  0.355E-03
   68   0.193E+00 -0.174E+00 -0.123E-04  0.237E-02  0.338E-03
   69   0.188E+00 -0.169E+00 -0.123E-04  0.225E-02  0.321E-03
   70   0.183E+00 -0.165E+00 -0.123E-04  0.213E-02  0.305E-03
   71   0.178E+00 -0.161E+00 -0.123E-04  0.203E-02  0.290E-03
   72   0.174E+00 -0.157E+00 -0.123E-04  0.192E-02  0.275E-03
   73   0.169E+00 -0.153E+00 -0.123E-04  0.182E-02  0.262E-03
   74   0.165E+00 -0.150E+00 -0.123E-04  0.173E-02  0.249E-03
   75   0.161E+00 -0.146E+00 -0.123E-04  0.164E-02  0.236E-03
   76   0.157E+00 -0.142E+00 -0.123E-04  0.156E-02  0.224E-03
   77   0.152E+00 -0.139E+00 -0.123E-04  0.148E-02  0.213E-03
   78   0.148E+00 -0.135E+00 -0.123E-04  0.140E-02  0.203E-03
   79   0.145E+00 -0.132E+00 -0.123E-04  0.133E-02  0.193E-03
   80   0.141E+00 -0.129E+00 -0.123E-04  0.126E-02  0.183E-03
   81   0.137E+00 -0.126E+00 -0.123E-04  0.120E-02  0.174E-03
   82   0.134E+00 -0.123E+00 -0.123E-04  0.114E-02  0.165E-03
   83   0.130E+00 -0.120E+00 -0.119E-04  0.107E-02  0.159E-03
   84   0.127E+00 -0.117E+00 -0.115E-04  0.101E-02  0.154E-03
   85   0.123E+00 -0.114E+00 -0.115E-04  0.959E-03  0.146E-03
   86   0.120E+00 -0.111E+00 -0.115E-04  0.909E-03  0.138E-03
   87   0.117E+00 -0.109E+00 -0.115E-04  0.861E-03  0.131E-03
   88   0.113E+00 -0.106E+00 -0.115E-04  0.816E-03  0.125E-03
   89   0.110E+00 -0.103E+00 -0.115E-04  0.773E-03  0.119E-03
   90   0.107E+00 -0.101E+00 -0.115E-04  0.732E-03  0.113E-03
   91   0.105E+00 -0.984E-01 -0.115E-04  0.693E-03  0.107E-03
   92   0.102E+00 -0.960E-01 -0.115E-04  0.656E-03  0.101E-03
   93   0.989E-01 -0.937E-01 -0.115E-04  0.621E-03  0.964E-04
   94   0.962E-01 -0.915E-01 -0.115E-04  0.588E-03  0.915E-04
   95   0.935E-01 -0.893E-01 -0.115E-04  0.557E-03  0.869E-04
   96   0.909E-01 -0.872E-01 -0.115E-04  0.527E-03  0.825E-04
   97   0.884E-01 -0.851E-01 -0.115E-04  0.498E-03  0.784E-04
   98   0.859E-01 -0.831E-01 -0.115E-04  0.471E-03  0.744E-04
   99   0.835E-01 -0.812E-01 -0.115E-04  0.446E-03  0.707E-04
  100   0.812E-01 -0.793E-01 -0.115E-04  0.422E-03  0.671E-04
  101   0.789E-01 -0.775E-01 -0.115E-04  0.399E-03  0.638E-04
  102   0.766E-01 -0.757E-01 -0.115E-04  0.377E-03  0.606E-04
  103   0.744E-01 -0.740E-01 -0.115E-04  0.356E-03  0.575E-04
  104   0.723E-01 -0.723E-01 -0.115E-04  0.336E-03  0.546E-04
  105   0.702E-01 -0.707E-01 -0.115E-04  0.318E-03  0.519E-04
  106   0.681E-01 -0.691E-01 -0.769E-05  0.301E-03  0.509E-04
  107   0.662E-01 -0.674E-01 -0.409E-05  0.284E-03  0.497E-04
  108   0.642E-01 -0.656E-01 -0.409E-05  0.268E-03  0.470E-04
  109   0.624E-01 -0.639E-01 -0.409E-05  0.253E-03  0.445E-04
  110   0.606E-01 -0.622E-01 -0.409E-05  0.239E-03  0.421E-04
  111   0.588E-01 -0.606E-01 -0.409E-05  0.225E-03  0.398E-04
  112   0.571E-01 -0.591E-01 -0.409E-05  0.213E-03  0.376E-04
  113   0.554E-01 -0.575E-01 -0.409E-05  0.200E-03  0.356E-04
  114   0.538E-01 -0.561E-01 -0.409E-05  0.189E-03  0.337E-04
  115   0.522E-01 -0.546E-01 -0.409E-05  0.178E-03  0.319E-04
  116   0.507E-01 -0.532E-01 -0.409E-05  0.168E-03  0.301E-04
  117   0.491E-01 -0.519E-01 -0.409E-05  0.158E-03  0.285E-04
  118   0.477E-01 -0.506E-01 -0.409E-05  0.149E-03  0.270E-04
  119   0.462E-01 -0.493E-01 -0.409E-05  0.141E-03  0.255E-04
  120   0.448E-01 -0.481E-01 -0.409E-05  0.132E-03  0.241E-04
  121   0.435E-01 -0.469E-01 -0.409E-05  0.125E-03  0.228E-04
  122   0.422E-01 -0.457E-01 -0.409E-05  0.117E-03  0.216E-04
  123   0.409E-01 -0.446E-01 -0.409E-05  0.110E-03  0.204E-04
  124   0.396E-01 -0.435E-01 -0.409E-05  0.104E-03  0.193E-04
  125   0.384E-01 -0.424E-01 -0.409E-05  0.977E-04  0.183E-04
  126   0.372E-01 -0.414E-01 -0.409E-05  0.919E-04  0.173E-04
  127   0.360E-01 -0.404E-01 -0.409E-05  0.864E-04  0.164E-04
  128   0.348E-01 -0.395E-01 -0.409E-05  0.811E-04  0.155E-04
  129   0.337E-01 -0.385E-01 -0.409E-05  0.762E-04  0.147E-04
  130   0.326E-01 -0.376E-01 -0.409E-05  0.716E-04  0.139E-04
  131   0.316E-01 -0.368E-01 -0.239E-05  0.677E-04  0.136E-04
  132   0.305E-01 -0.358E-01 -0.775E-06  0.640E-04  0.133E-04
  133   0.296E-01 -0.348E-01 -0.775E-06  0.601E-04  0.125E-04
  134   0.286E-01 -0.337E-01 -0.775E-06  0.564E-04  0.118E-04
  135   0.277E-01 -0.328E-01 -0.775E-06  0.529E-04  0.111E-04
  136   0.269E-01 -0.318E-01 -0.775E-06  0.496E-04  0.104E-04
  137   0.260E-01 -0.309E-01 -0.775E-06  0.466E-04  0.977E-05
  138   0.252E-01 -0.300E-01 -0.775E-06  0.437E-04  0.919E-05
  139   0.244E-01 -0.291E-01 -0.775E-06  0.410E-04  0.864E-05
  140   0.236E-01 -0.283E-01 -0.775E-06  0.384E-04  0.812E-05
  141   0.228E-01 -0.274E-01 -0.775E-06  0.360E-04  0.763E-05
  142   0.221E-01 -0.267E-01 -0.775E-06  0.338E-04  0.718E-05
  143   0.214E-01 -0.259E-01 -0.775E-06  0.317E-04  0.675E-05
  144   0.207E-01 -0.252E-01 -0.775E-06  0.297E-04  0.634E-05
  145   0.200E-01 -0.244E-01 -0.775E-06  0.278E-04  0.596E-05
  146   0.193E-01 -0.238E-01 -0.775E-06  0.260E-04  0.561E-05
  147   0.187E-01 -0.231E-01 -0.775E-06  0.244E-04  0.527E-05
  148   0.181E-01 -0.224E-01 -0.775E-06  0.228E-04  0.496E-05
  149   0.175E-01 -0.218E-01 -0.775E-06  0.214E-04  0.466E-05
  150   0.169E-01 -0.212E-01 -0.775E-06  0.200E-04  0.438E-05
  151   0.163E-01 -0.206E-01 -0.775E-06  0.187E-04  0.412E-05
  152   0.158E-01 -0.201E-01 -0.775E-06  0.175E-04  0.388E-05
  153   0.152E-01 -0.195E-01 -0.775E-06  0.164E-04  0.364E-05
  154   0.147E-01 -0.190E-01 -0.775E-06  0.153E-04  0.343E-05
  155   0.142E-01 -0.185E-01 -0.775E-06  0.143E-04  0.322E-05
  156   0.137E-01 -0.180E-01 -0.437E-06  0.134E-04  0.311E-05
  157   0.132E-01 -0.175E-01 -0.119E-06  0.126E-04  0.300E-05
  158   0.128E-01 -0.169E-01 -0.119E-06  0.118E-04  0.280E-05
  159   0.123E-01 -0.164E-01 -0.119E-06  0.110E-04  0.262E-05
  160   0.119E-01 -0.158E-01 -0.119E-06  0.103E-04  0.245E-05
  161   0.115E-01 -0.153E-01 -0.119E-06  0.963E-05  0.229E-05
  162   0.111E-01 -0.148E-01 -0.119E-06  0.899E-05  0.214E-05
  163   0.108E-01 -0.144E-01 -0.119E-06  0.840E-05  0.201E-05
  164   0.104E-01 -0.139E-01 -0.119E-06  0.784E-05  0.188E-05
  165   0.100E-01 -0.135E-01 -0.119E-06  0.732E-05  0.175E-05
  166   0.969E-02 -0.130E-01 -0.119E-06  0.683E-05  0.164E-05
  167   0.935E-02 -0.126E-01 -0.119E-06  0.638E-05  0.153E-05
  168   0.903E-02 -0.122E-01 -0.119E-06  0.595E-05  0.143E-05
  169   0.872E-02 -0.118E-01 -0.119E-06  0.555E-05  0.134E-05
  170   0.842E-02 -0.115E-01 -0.119E-06  0.518E-05  0.125E-05
  171   0.813E-02 -0.111E-01 -0.119E-06  0.483E-05  0.117E-05
  172   0.784E-02 -0.108E-01 -0.119E-06  0.451E-05  0.110E-05
  173   0.757E-02 -0.104E-01 -0.119E-06  0.420E-05  0.103E-05
  174   0.730E-02 -0.101E-01 -0.119E-06  0.392E-05  0.960E-06
  175   0.704E-02 -0.981E-02 -0.119E-06  0.365E-05  0.898E-06
  176   0.679E-02 -0.951E-02 -0.119E-06  0.340E-05  0.840E-06
  177   0.655E-02 -0.922E-02 -0.119E-06  0.317E-05  0.786E-06
  178   0.631E-02 -0.894E-02 -0.119E-06  0.295E-05  0.735E-06
  179   0.609E-02 -0.867E-02 -0.119E-06  0.275E-05  0.688E-06
  180   0.586E-02 -0.841E-02 -0.119E-06  0.256E-05  0.643E-06
  181   0.565E-02 -0.816E-02 -0.576E-07  0.240E-05  0.615E-06
  182   0.545E-02 -0.790E-02  0.000E+00  0.225E-05  0.586E-06
  183   0.525E-02 -0.762E-02  0.000E+00  0.209E-05  0.546E-06
  184   0.507E-02 -0.735E-02  0.000E+00  0.195E-05  0.508E-06
  185   0.489E-02 -0.710E-02  0.000E+00  0.181E-05  0.473E-06
  186   0.472E-02 -0.685E-02  0.000E+00  0.169E-05  0.440E-06
  187   0.455E-02 -0.661E-02  0.000E+00  0.157E-05  0.410E-06
  188   0.439E-02 -0.637E-02  0.000E+00  0.146E-05  0.382E-06
  189   0.424E-02 -0.615E-02  0.000E+00  0.136E-05  0.355E-06
  190   0.409E-02 -0.593E-02  0.000E+00  0.127E-05  0.331E-06
  191   0.395E-02 -0.573E-02  0.000E+00  0.118E-05  0.308E-06
  192   0.381E-02 -0.552E-02  0.000E+00  0.110E-05  0.287E-06
  193   0.367E-02 -0.533E-02  0.000E+00  0.102E-05  0.267E-06
  194   0.355E-02 -0.514E-02  0.000E+00  0.952E-06  0.248E-06
  195   0.342E-02 -0.496E-02  0.000E+00  0.886E-06  0.231E-06
  196   0.330E-02 -0.479E-02  0.000E+00  0.825E-06  0.215E-06
  197   0.318E-02 -0.462E-02  0.000E+00  0.768E-06  0.200E-06
  198   0.307E-02 -0.446E-02  0.000E+00  0.715E-06  0.187E-06
  199   0.296E-02 -0.430E-02  0.000E+00  0.666E-06  0.174E-06
  200   0.286E-02 -0.415E-02  0.000E+00  0.898E-05  0.234E-05


                   LOVE WAVE        MODE #  0
        T = 0.6700E+02 C =    0.4414E+01 U   = 0.4146E+01
        AL= 0.8595E-04 GAMMA= 0.0000E+00 ZREF= 0.0000E+00
    M       UT         TT       DC/DH      DC/DB      DC/DR
    1   0.100E+01  0.000E+00 -0.775E-02  0.143E-01 -0.570E-02
    2   0.999E+00 -0.184E-01 -0.775E-02  0.143E-01 -0.567E-02
    3   0.998E+00 -0.369E-01 -0.775E-02  0.142E-01 -0.562E-02
    4   0.995E+00 -0.552E-01 -0.775E-02  0.142E-01 -0.554E-02
    5   0.991E+00 -0.736E-01 -0.775E-02  0.142E-01 -0.544E-02
    6   0.986E+00 -0.918E-01 -0.775E-02  0.141E-01 -0.531E-02
    7   0.980E+00 -0.110E+00 -0.775E-02  0.140E-01 -0.516E-02
    8   0.972E+00 -0.128E+00 -0.775E-02  0.139E-01 -0.499E-02
    9   0.964E+00 -0.146E+00 -0.775E-02  0.139E-01 -0.479E-02
   10   0.954E+00 -0.163E+00 -0.775E-02  0.138E-01 -0.457E-02
   11   0.944E+00 -0.181E+00 -0.657E-02  0.147E-01 -0.354E-02
   12   0.934E+00 -0.196E+00 -0.525E-02  0.156E-01 -0.252E-02
   13   0.925E+00 -0.207E+00 -0.525E-02  0.153E-01 -0.239E-02
   14   0.915E+00 -0.218E+00 -0.525E-02  0.151E-01 -0.226E-02
   15   0.904E+00 -0.230E+00 -0.525E-02  0.149E-01 -0.212E-02
   16   0.894E+00 -0.241E+00 -0.525E-02  0.147E-01 -0.198E-02
   17   0.882E+00 -0.251E+00 -0.525E-02  0.144E-01 -0.184E-02
   18   0.870E+00 -0.262E+00 -0.297E-02  0.159E-01 -0.508E-03
   19   0.861E+00 -0.267E+00 -0.306E-03  0.174E-01  0.886E-03
   20   0.853E+00 -0.266E+00 -0.306E-03  0.171E-01  0.873E-03
   21   0.845E+00 -0.264E+00 -0.306E-03  0.168E-01  0.861E-03
   22   0.837E+00 -0.263E+00 -0.306E-03  0.165E-01  0.848E-03
   23   0.829E+00 -0.261E+00 -0.306E-03  0.162E-01  0.836E-03
   24   0.821E+00 -0.259E+00 -0.306E-03  0.159E-01  0.823E-03
   25   0.814E+00 -0.258E+00 -0.306E-03  0.156E-01  0.811E-03
   26   0.806E+00 -0.256E+00 -0.306E-03  0.153E-01  0.800E-03
   27   0.798E+00 -0.255E+00 -0.306E-03  0.150E-01  0.788E-03
   28   0.791E+00 -0.253E+00 -0.306E-03  0.148E-01  0.777E-03
   29   0.783E+00 -0.252E+00 -0.306E-03  0.145E-01  0.765E-03
   30   0.776E+00 -0.250E+00 -0.306E-03  0.142E-01  0.754E-03
   31   0.768E+00 -0.249E+00 -0.306E-03  0.139E-01  0.743E-03
   32   0.761E+00 -0.247E+00 -0.306E-03  0.137E-01  0.733E-03
   33   0.753E+00 -0.246E+00 -0.306E-03  0.134E-01  0.722E-03
   34   0.746E+00 -0.245E+00 -0.306E-03  0.132E-01  0.712E-03
   35   0.739E+00 -0.243E+00 -0.306E-03  0.129E-01  0.701E-03
   36   0.732E+00 -0.242E+00 -0.306E-03  0.127E-01  0.691E-03
   37   0.724E+00 -0.240E+00 -0.306E-03  0.124E-01  0.681E-03
   38   0.717E+00 -0.239E+00 -0.306E-03  0.122E-01  0.671E-03
   39   0.710E+00 -0.238E+00 -0.271E-03  0.120E-01  0.674E-03
   40   0.703E+00 -0.236E+00 -0.237E-03  0.118E-01  0.677E-03
   41   0.696E+00 -0.235E+00 -0.237E-03  0.116E-01  0.666E-03
   42   0.689E+00 -0.233E+00 -0.237E-03  0.114E-01  0.656E-03
   43   0.682E+00 -0.232E+00 -0.237E-03  0.112E-01  0.646E-03
   44   0.676E+00 -0.230E+00 -0.237E-03  0.109E-01  0.636E-03
   45   0.669E+00 -0.229E+00 -0.237E-03  0.107E-01  0.626E-03
   46   0.662E+00 -0.227E+00 -0.237E-03  0.105E-01  0.616E-03
   47   0.655E+00 -0.226E+00 -0.237E-03  0.103E-01  0.606E-03
   48   0.649E+00 -0.224E+00 -0.237E-03  0.101E-01  0.597E-03
   49   0.642E+00 -0.223E+00 -0.237E-03  0.990E-02  0.588E-03
   50   0.636E+00 -0.222E+00 -0.237E-03  0.970E-02  0.579E-03
   51   0.629E+00 -0.220E+00 -0.237E-03  0.951E-02  0.570E-03
   52   0.623E+00 -0.219E+00 -0.237E-03  0.932E-02  0.561E-03
   53   0.616E+00 -0.217E+00 -0.237E-03  0.913E-02  0.552E-03
   54   0.610E+00 -0.216E+00 -0.237E-03  0.894E-02  0.544E-03
   55   0.604E+00 -0.215E+00 -0.237E-03  0.876E-02  0.536E-03
   56   0.597E+00 -0.214E+00 -0.237E-03  0.858E-02  0.527E-03
   57   0.591E+00 -0.212E+00 -0.237E-03  0.841E-02  0.519E-03
   58   0.585E+00 -0.211E+00 -0.237E-03  0.824E-02  0.511E-03
   59   0.579E+00 -0.210E+00 -0.237E-03  0.807E-02  0.503E-03
   60   0.572E+00 -0.208E+00 -0.237E-03  0.790E-02  0.496E-03
   61   0.566E+00 -0.207E+00 -0.213E-03  0.778E-02  0.494E-03
   62   0.560E+00 -0.206E+00 -0.190E-03  0.767E-02  0.492E-03
   63   0.554E+00 -0.204E+00 -0.190E-03  0.751E-02  0.484E-03
   64   0.548E+00 -0.203E+00 -0.190E-03  0.735E-02  0.476E-03
   65   0.542E+00 -0.202E+00 -0.190E-03  0.720E-02  0.468E-03
   66   0.537E+00 -0.200E+00 -0.190E-03  0.705E-02  0.460E-03
   67   0.531E+00 -0.199E+00 -0.190E-03  0.690E-02  0.453E-03
   68   0.525E+00 -0.198E+00 -0.190E-03  0.676E-02  0.446E-03
   69   0.519E+00 -0.196E+00 -0.190E-03  0.661E-02  0.438E-03
   70   0.514E+00 -0.195E+00 -0.190E-03  0.647E-02  0.431E-03
   71   0.508E+00 -0.194E+00 -0.190E-03  0.634E-02  0.424E-03
   72   0.502E+00 -0.193E+00 -0.190E-03  0.620E-02  0.417E-03
   73   0.497E+00 -0.191E+00 -0.190E-03  0.607E-02  0.411E-03
   74   0.491E+00 -0.190E+00 -0.190E-03  0.594E-02  0.404E-03
   75   0.486E+00 -0.189E+00 -0.190E-03  0.581E-02  0.397E-03
   76   0.480E+00 -0.188E+00 -0.190E-03  0.568E-02  0.391E-03
   77   0.475E+00 -0.187E+00 -0.190E-03  0.556E-02  0.385E-03
   78   0.470E+00 -0.185E+00 -0.190E-03  0.543E-02  0.379E-03
   79   0.464E+00 -0.184E+00 -0.190E-03  0.531E-02  0.373E-03
   80   0.459E+00 -0.183E+00 -0.190E-03  0.520E-02  0.367E-03
   81   0.454E+00 -0.182E+00 -0.190E-03  0.508E-02  0.361E-03
   82   0.448E+00 -0.181E+00 -0.190E-03  0.497E-02  0.355E-03
   83   0.443E+00 -0.180E+00 -0.183E-03  0.483E-02  0.358E-03
   84   0.438E+00 -0.179E+00 -0.177E-03  0.469E-02  0.361E-03
   85   0.433E+00 -0.178E+00 -0.177E-03  0.458E-02  0.355E-03
   86   0.427E+00 -0.176E+00 -0.177E-03  0.448E-02  0.349E-03
   87   0.422E+00 -0.175E+00 -0.177E-03  0.437E-02  0.344E-03
   88   0.417E+00 -0.174E+00 -0.177E-03  0.427E-02  0.338E-03
   89   0.412E+00 -0.173E+00 -0.177E-03  0.417E-02  0.332E-03
   90   0.407E+00 -0.172E+00 -0.177E-03  0.407E-02  0.327E-03
   91   0.402E+00 -0.171E+00 -0.177E-03  0.398E-02  0.321E-03
   92   0.397E+00 -0.170E+00 -0.177E-03  0.388E-02  0.316E-03
   93   0.392E+00 -0.169E+00 -0.177E-03  0.379E-02  0.311E-03
   94   0.387E+00 -0.168E+00 -0.177E-03  0.370E-02  0.305E-03
   95   0.382E+00 -0.167E+00 -0.177E-03  0.361E-02  0.300E-03
   96   0.377E+00 -0.166E+00 -0.177E-03  0.352E-02  0.295E-03
   97   0.372E+00 -0.165E+00 -0.177E-03  0.343E-02  0.291E-03
   98   0.368E+00 -0.164E+00 -0.177E-03  0.335E-02  0.286E-03
   99   0.363E+00 -0.163E+00 -0.177E-03  0.327E-02  0.281E-03
  100   0.358E+00 -0.162E+00 -0.177E-03  0.319E-02  0.277E-03
  101   0.353E+00 -0.161E+00 -0.177E-03  0.311E-02  0.272E-03
  102   0.349E+00 -0.160E+00 -0.177E-03  0.303E-02  0.268E-03
  103   0.344E+00 -0.159E+00 -0.177E-03  0.295E-02  0.263E-03
  104   0.339E+00 -0.158E+00 -0.177E-03  0.288E-02  0.259E-03
  105   0.335E+00 -0.157E+00 -0.177E-03  0.280E-02  0.255E-03
  106   0.330E+00 -0.156E+00 -0.143E-03  0.274E-02  0.267E-03
  107   0.326E+00 -0.155E+00 -0.109E-03  0.268E-02  0.278E-03
  108   0.321E+00 -0.154E+00 -0.109E-03  0.261E-02  0.272E-03
  109   0.317E+00 -0.152E+00 -0.109E-03  0.254E-02  0.267E-03
  110   0.312E+00 -0.151E+00 -0.109E-03  0.247E-02  0.261E-03
  111   0.308E+00 -0.150E+00 -0.109E-03  0.241E-02  0.256E-03
  112   0.304E+00 -0.149E+00 -0.109E-03  0.234E-02  0.251E-03
  113   0.300E+00 -0.147E+00 -0.109E-03  0.228E-02  0.245E-03
  114   0.295E+00 -0.146E+00 -0.109E-03  0.222E-02  0.240E-03
  115   0.291E+00 -0.145E+00 -0.109E-03  0.216E-02  0.235E-03
  116   0.287E+00 -0.144E+00 -0.109E-03  0.210E-02  0.231E-03
  117   0.283E+00 -0.143E+00 -0.109E-03  0.204E-02  0.226E-03
