  
 Model:
  LAYER     H(km)     Vp(km/s)     Vs(km/s)  Density     QA(inv)     QB(inv)
  180   0.447E-03 -0.313E-02  0.000E+00  0.137E-07  0.476E-08
  181   0.424E-03 -0.297E-02  0.000E+00  0.123E-07  0.430E-08
  182   0.403E-03 -0.282E-02  0.000E+00  0.111E-07  0.388E-08
  183   0.383E-03 -0.268E-02  0.000E+00  0.100E-07  0.350E-08
  184   0.363E-03 -0.254E-02  0.000E+00  0.904E-08  0.315E-08
  185   0.345E-03 -0.241E-02  0.000E+00  0.815E-08  0.284E-08
  186   0.328E-03 -0.229E-02  0.000E+00  0.736E-08  0.257E-08
  187   0.311E-03 -0.218E-02  0.000E+00  0.663E-08  0.231E-08
  188   0.296E-03 -0.207E-02  0.000E+00  0.598E-08  0.209E-08
  189   0.281E-03 -0.196E-02  0.000E+00  0.540E-08  0.188E-08
  190   0.267E-03 -0.187E-02  0.000E+00  0.487E-08  0.170E-08
  191   0.253E-03 -0.177E-02  0.000E+00  0.439E-08  0.153E-08
  192   0.241E-03 -0.168E-02  0.000E+00  0.396E-08  0.138E-08
  193   0.228E-03 -0.160E-02  0.000E+00  0.357E-08  0.125E-08
  194   0.217E-03 -0.152E-02  0.000E+00  0.322E-08  0.112E-08
  195   0.206E-03 -0.144E-02  0.000E+00  0.291E-08  0.101E-08
  196   0.196E-03 -0.137E-02  0.000E+00  0.262E-08  0.915E-09
  197   0.186E-03 -0.130E-02  0.000E+00  0.237E-08  0.825E-09
  198   0.176E-03 -0.124E-02  0.000E+00  0.213E-08  0.744E-09
  199   0.168E-03 -0.117E-02  0.000E+00  0.192E-08  0.671E-09
  200   0.159E-03 -0.111E-02  0.000E+00  0.177E-07  0.618E-08


                   LOVE WAVE        MODE #  0
        T = 0.1500E+02 C =    0.3741E+01 U   = 0.3389E+01
        AL= 0.7848E-03 GAMMA= 0.0000E+00 ZREF= 0.0000E+00
    M       UT         TT       DC/DH      DC/DB      DC/DR
    1   0.100E+01  0.000E+00 -0.153E-01  0.262E-01 -0.297E-02
    2   0.100E+01 -0.327E-01 -0.153E-01  0.262E-01 -0.296E-02
    3   0.999E+00 -0.655E-01 -0.153E-01  0.262E-01 -0.295E-02
    4   0.998E+00 -0.982E-01 -0.153E-01  0.261E-01 -0.293E-02
    5   0.996E+00 -0.131E+00 -0.153E-01  0.260E-01 -0.290E-02
    6   0.993E+00 -0.163E+00 -0.153E-01  0.259E-01 -0.287E-02
    7   0.990E+00 -0.196E+00 -0.153E-01  0.258E-01 -0.284E-02
    8   0.987E+00 -0.228E+00 -0.153E-01  0.256E-01 -0.279E-02
    9   0.983E+00 -0.261E+00 -0.153E-01  0.254E-01 -0.274E-02
   10   0.979E+00 -0.293E+00 -0.153E-01  0.252E-01 -0.269E-02
   11   0.974E+00 -0.325E+00 -0.153E-01  0.250E-01 -0.263E-02
   12   0.968E+00 -0.356E+00 -0.153E-01  0.248E-01 -0.256E-02
   13   0.962E+00 -0.388E+00 -0.153E-01  0.245E-01 -0.249E-02
   14   0.956E+00 -0.419E+00 -0.153E-01  0.242E-01 -0.241E-02
   15   0.949E+00 -0.451E+00 -0.153E-01  0.239E-01 -0.233E-02
   16   0.941E+00 -0.482E+00 -0.153E-01  0.236E-01 -0.224E-02
   17   0.933E+00 -0.512E+00 -0.153E-01  0.233E-01 -0.215E-02
   18   0.924E+00 -0.543E+00 -0.153E-01  0.229E-01 -0.206E-02
   19   0.915E+00 -0.573E+00 -0.153E-01  0.225E-01 -0.196E-02
   20   0.906E+00 -0.603E+00 -0.153E-01  0.221E-01 -0.185E-02
   21   0.896E+00 -0.632E+00 -0.158E-01  0.228E-01 -0.180E-02
   22   0.886E+00 -0.663E+00 -0.158E-01  0.224E-01 -0.169E-02
   23   0.876E+00 -0.693E+00 -0.158E-01  0.220E-01 -0.158E-02
   24   0.865E+00 -0.723E+00 -0.158E-01  0.215E-01 -0.147E-02
   25   0.853E+00 -0.753E+00 -0.158E-01  0.211E-01 -0.135E-02
   26   0.842E+00 -0.782E+00 -0.158E-01  0.206E-01 -0.123E-02
   27   0.829E+00 -0.811E+00 -0.158E-01  0.201E-01 -0.111E-02
   28   0.817E+00 -0.839E+00 -0.158E-01  0.197E-01 -0.986E-03
   29   0.804E+00 -0.867E+00 -0.158E-01  0.192E-01 -0.859E-03
   30   0.790E+00 -0.895E+00 -0.158E-01  0.187E-01 -0.730E-03
   31   0.776E+00 -0.922E+00 -0.158E-01  0.182E-01 -0.600E-03
   32   0.762E+00 -0.948E+00 -0.158E-01  0.176E-01 -0.468E-03
   33   0.747E+00 -0.974E+00 -0.158E-01  0.171E-01 -0.335E-03
   34   0.732E+00 -0.100E+01 -0.158E-01  0.166E-01 -0.202E-03
   35   0.716E+00 -0.102E+01 -0.158E-01  0.161E-01 -0.682E-04
   36   0.700E+00 -0.105E+01 -0.158E-01  0.156E-01  0.657E-04
   37   0.684E+00 -0.107E+01 -0.158E-01  0.151E-01  0.199E-03
   38   0.667E+00 -0.110E+01 -0.158E-01  0.145E-01  0.333E-03
   39   0.650E+00 -0.112E+01 -0.158E-01  0.140E-01  0.465E-03
   40   0.633E+00 -0.114E+01 -0.158E-01  0.135E-01  0.597E-03
   41   0.615E+00 -0.116E+01 -0.104E-01  0.135E-01  0.115E-02
   42   0.600E+00 -0.117E+01 -0.484E-02  0.135E-01  0.169E-02
   43   0.587E+00 -0.116E+01 -0.484E-02  0.130E-01  0.165E-02
   44   0.573E+00 -0.115E+01 -0.484E-02  0.124E-01  0.161E-02
   45   0.560E+00 -0.114E+01 -0.484E-02  0.119E-01  0.157E-02
   46   0.547E+00 -0.113E+01 -0.484E-02  0.114E-01  0.154E-02
   47   0.534E+00 -0.113E+01 -0.484E-02  0.109E-01  0.151E-02
   48   0.521E+00 -0.112E+01 -0.484E-02  0.105E-01  0.147E-02
   49   0.508E+00 -0.111E+01 -0.484E-02  0.100E-01  0.144E-02
   50   0.495E+00 -0.110E+01 -0.484E-02  0.958E-02  0.141E-02
   51   0.482E+00 -0.110E+01 -0.484E-02  0.916E-02  0.138E-02
   52   0.470E+00 -0.109E+01 -0.484E-02  0.874E-02  0.135E-02
   53   0.457E+00 -0.108E+01 -0.484E-02  0.835E-02  0.132E-02
   54   0.445E+00 -0.107E+01 -0.484E-02  0.796E-02  0.130E-02
   55   0.432E+00 -0.107E+01 -0.484E-02  0.759E-02  0.127E-02
   56   0.420E+00 -0.106E+01 -0.484E-02  0.723E-02  0.125E-02
   57   0.408E+00 -0.106E+01 -0.484E-02  0.688E-02  0.122E-02
   58   0.396E+00 -0.105E+01 -0.484E-02  0.655E-02  0.120E-02
   59   0.384E+00 -0.104E+01 -0.484E-02  0.623E-02  0.118E-02
   60   0.372E+00 -0.104E+01 -0.484E-02  0.592E-02  0.115E-02
   61   0.360E+00 -0.103E+01 -0.484E-02  0.562E-02  0.113E-02
   62   0.348E+00 -0.103E+01 -0.484E-02  0.533E-02  0.111E-02
   63   0.336E+00 -0.102E+01 -0.484E-02  0.505E-02  0.109E-02
   64   0.324E+00 -0.102E+01 -0.484E-02  0.479E-02  0.108E-02
   65   0.312E+00 -0.101E+01 -0.484E-02  0.453E-02  0.106E-02
   66   0.301E+00 -0.101E+01 -0.484E-02  0.429E-02  0.104E-02
   67   0.289E+00 -0.100E+01 -0.484E-02  0.406E-02  0.102E-02
   68   0.278E+00 -0.998E+00 -0.484E-02  0.383E-02  0.101E-02
   69   0.266E+00 -0.994E+00 -0.484E-02  0.362E-02  0.994E-03
   70   0.255E+00 -0.990E+00 -0.484E-02  0.342E-02  0.980E-03
   71   0.243E+00 -0.986E+00 -0.236E-02  0.317E-02  0.942E-03
   72   0.234E+00 -0.970E+00 -0.652E-06  0.305E-02  0.957E-03
   73   0.227E+00 -0.941E+00 -0.652E-06  0.286E-02  0.899E-03
   74   0.220E+00 -0.912E+00 -0.652E-06  0.269E-02  0.845E-03
   75   0.214E+00 -0.884E+00 -0.652E-06  0.253E-02  0.795E-03
   76   0.207E+00 -0.857E+00 -0.652E-06  0.238E-02  0.747E-03
   77   0.201E+00 -0.831E+00 -0.652E-06  0.224E-02  0.702E-03
   78   0.195E+00 -0.806E+00 -0.652E-06  0.210E-02  0.660E-03
   79   0.189E+00 -0.782E+00 -0.652E-06  0.198E-02  0.621E-03
   80   0.183E+00 -0.758E+00 -0.652E-06  0.186E-02  0.584E-03
   81   0.177E+00 -0.735E+00 -0.652E-06  0.175E-02  0.549E-03
   82   0.172E+00 -0.712E+00 -0.652E-06  0.164E-02  0.516E-03
   83   0.167E+00 -0.691E+00 -0.652E-06  0.154E-02  0.485E-03
   84   0.162E+00 -0.670E+00 -0.652E-06  0.145E-02  0.456E-03
   85   0.157E+00 -0.649E+00 -0.652E-06  0.136E-02  0.429E-03
   86   0.152E+00 -0.630E+00 -0.652E-06  0.128E-02  0.403E-03
   87   0.147E+00 -0.611E+00 -0.652E-06  0.121E-02  0.379E-03
   88   0.143E+00 -0.592E+00 -0.652E-06  0.113E-02  0.356E-03
   89   0.139E+00 -0.574E+00 -0.652E-06  0.107E-02  0.335E-03
   90   0.134E+00 -0.557E+00 -0.652E-06  0.100E-02  0.315E-03
   91   0.130E+00 -0.540E+00 -0.652E-06  0.942E-03  0.296E-03
   92   0.126E+00 -0.523E+00 -0.652E-06  0.885E-03  0.278E-03
   93   0.122E+00 -0.507E+00 -0.652E-06  0.832E-03  0.261E-03
   94   0.119E+00 -0.492E+00 -0.652E-06  0.783E-03  0.246E-03
   95   0.115E+00 -0.477E+00 -0.652E-06  0.736E-03  0.231E-03
   96   0.112E+00 -0.462E+00 -0.652E-06  0.692E-03  0.217E-03
   97   0.108E+00 -0.448E+00 -0.652E-06  0.650E-03  0.204E-03
   98   0.105E+00 -0.435E+00 -0.652E-06  0.611E-03  0.192E-03
   99   0.102E+00 -0.421E+00 -0.652E-06  0.575E-03  0.180E-03
  100   0.986E-01 -0.409E+00 -0.652E-06  0.540E-03  0.170E-03
  101   0.956E-01 -0.396E+00 -0.652E-06  0.508E-03  0.159E-03
  102   0.927E-01 -0.384E+00 -0.652E-06  0.477E-03  0.150E-03
  103   0.899E-01 -0.373E+00 -0.652E-06  0.449E-03  0.141E-03
  104   0.872E-01 -0.361E+00 -0.652E-06  0.422E-03  0.133E-03
  105   0.845E-01 -0.350E+00 -0.652E-06  0.397E-03  0.125E-03
  106   0.819E-01 -0.340E+00 -0.652E-06  0.373E-03  0.117E-03
  107   0.794E-01 -0.329E+00 -0.652E-06  0.350E-03  0.110E-03
  108   0.770E-01 -0.319E+00 -0.652E-06  0.329E-03  0.103E-03
  109   0.747E-01 -0.310E+00 -0.652E-06  0.310E-03  0.973E-04
  110   0.724E-01 -0.300E+00 -0.652E-06  0.291E-03  0.915E-04
  111   0.702E-01 -0.291E+00 -0.652E-06  0.274E-03  0.860E-04
  112   0.681E-01 -0.282E+00 -0.652E-06  0.257E-03  0.808E-04
  113   0.660E-01 -0.274E+00 -0.652E-06  0.242E-03  0.760E-04
  114   0.640E-01 -0.265E+00 -0.652E-06  0.227E-03  0.714E-04
  115   0.620E-01 -0.257E+00 -0.652E-06  0.214E-03  0.672E-04
  116   0.601E-01 -0.249E+00 -0.652E-06  0.201E-03  0.631E-04
  117   0.583E-01 -0.242E+00 -0.652E-06  0.189E-03  0.594E-04
  118   0.565E-01 -0.235E+00 -0.652E-06  0.178E-03  0.558E-04
  119   0.548E-01 -0.227E+00 -0.652E-06  0.167E-03  0.525E-04
  120   0.531E-01 -0.220E+00 -0.652E-06  0.157E-03  0.493E-04
  121   0.515E-01 -0.214E+00 -0.652E-06  0.147E-03  0.464E-04
  122   0.500E-01 -0.207E+00 -0.652E-06  0.139E-03  0.436E-04
  123   0.484E-01 -0.201E+00 -0.652E-06  0.130E-03  0.410E-04
  124   0.470E-01 -0.195E+00 -0.652E-06  0.122E-03  0.385E-04
  125   0.455E-01 -0.189E+00 -0.652E-06  0.115E-03  0.362E-04
  126   0.441E-01 -0.183E+00 -0.652E-06  0.108E-03  0.340E-04
  127   0.428E-01 -0.178E+00 -0.652E-06  0.102E-03  0.320E-04
  128   0.415E-01 -0.172E+00 -0.652E-06  0.956E-04  0.301E-04
  129   0.402E-01 -0.167E+00 -0.652E-06  0.899E-04  0.283E-04
  130   0.390E-01 -0.162E+00 -0.652E-06  0.845E-04  0.266E-04
  131   0.378E-01 -0.157E+00 -0.652E-06  0.794E-04  0.250E-04
  132   0.366E-01 -0.152E+00 -0.652E-06  0.747E-04  0.235E-04
  133   0.355E-01 -0.148E+00 -0.652E-06  0.702E-04  0.221E-04
  134   0.344E-01 -0.143E+00 -0.652E-06  0.660E-04  0.208E-04
  135   0.334E-01 -0.139E+00 -0.652E-06  0.620E-04  0.195E-04
  136   0.324E-01 -0.135E+00 -0.652E-06  0.583E-04  0.184E-04
  137   0.314E-01 -0.131E+00 -0.652E-06  0.548E-04  0.173E-04
  138   0.304E-01 -0.127E+00 -0.652E-06  0.515E-04  0.162E-04
  139   0.295E-01 -0.123E+00 -0.652E-06  0.484E-04  0.152E-04
  140   0.286E-01 -0.119E+00 -0.652E-06  0.455E-04  0.143E-04
  141   0.277E-01 -0.116E+00 -0.652E-06  0.428E-04  0.135E-04
  142   0.269E-01 -0.112E+00 -0.652E-06  0.402E-04  0.127E-04
  143   0.260E-01 -0.109E+00 -0.652E-06  0.378E-04  0.119E-04
  144   0.252E-01 -0.105E+00 -0.652E-06  0.355E-04  0.112E-04
  145   0.245E-01 -0.102E+00 -0.652E-06  0.334E-04  0.105E-04
  146   0.237E-01 -0.991E-01 -0.652E-06  0.313E-04  0.990E-05
  147   0.230E-01 -0.962E-01 -0.652E-06  0.295E-04  0.930E-05
  148   0.223E-01 -0.933E-01 -0.652E-06  0.277E-04  0.875E-05
  149   0.216E-01 -0.905E-01 -0.652E-06  0.260E-04  0.822E-05
  150   0.209E-01 -0.877E-01 -0.652E-06  0.244E-04  0.773E-05
  151   0.203E-01 -0.851E-01 -0.652E-06  0.230E-04  0.727E-05
  152   0.197E-01 -0.826E-01 -0.652E-06  0.216E-04  0.683E-05
  153   0.191E-01 -0.801E-01 -0.652E-06  0.203E-04  0.642E-05
  154   0.185E-01 -0.777E-01 -0.652E-06  0.191E-04  0.604E-05
  155   0.179E-01 -0.754E-01 -0.316E-06  0.179E-04  0.567E-05
  156   0.173E-01 -0.731E-01  0.000E+00  0.169E-04  0.532E-05
  157   0.168E-01 -0.708E-01  0.000E+00  0.159E-04  0.500E-05
  158   0.163E-01 -0.687E-01  0.000E+00  0.149E-04  0.470E-05
  159   0.158E-01 -0.666E-01  0.000E+00  0.140E-04  0.442E-05
  160   0.153E-01 -0.645E-01  0.000E+00  0.132E-04  0.415E-05
  161   0.149E-01 -0.626E-01  0.000E+00  0.124E-04  0.390E-05
  162   0.144E-01 -0.607E-01  0.000E+00  0.116E-04  0.366E-05
  163   0.140E-01 -0.588E-01  0.000E+00  0.109E-04  0.344E-05
  164   0.135E-01 -0.570E-01  0.000E+00  0.103E-04  0.324E-05
  165   0.131E-01 -0.553E-01  0.000E+00  0.967E-05  0.304E-05
  166   0.127E-01 -0.536E-01  0.000E+00  0.908E-05  0.286E-05
  167   0.123E-01 -0.519E-01  0.000E+00  0.854E-05  0.269E-05
  168   0.119E-01 -0.503E-01  0.000E+00  0.802E-05  0.253E-05
  169   0.116E-01 -0.488E-01  0.000E+00  0.754E-05  0.237E-05
  170   0.112E-01 -0.473E-01  0.000E+00  0.709E-05  0.223E-05
  171   0.109E-01 -0.459E-01  0.000E+00  0.666E-05  0.210E-05
  172   0.106E-01 -0.445E-01  0.000E+00  0.626E-05  0.197E-05
  173   0.102E-01 -0.431E-01  0.000E+00  0.588E-05  0.185E-05
  174   0.992E-02 -0.418E-01  0.000E+00  0.553E-05  0.174E-05
  175   0.962E-02 -0.405E-01  0.000E+00  0.519E-05  0.163E-05
  176   0.932E-02 -0.393E-01  0.000E+00  0.488E-05  0.154E-05
  177   0.904E-02 -0.381E-01  0.000E+00  0.459E-05  0.144E-05
  178   0.876E-02 -0.369E-01  0.000E+00  0.431E-05  0.136E-05
  179   0.849E-02 -0.358E-01  0.000E+00  0.405E-05  0.128E-05
  180   0.823E-02 -0.347E-01  0.000E+00  0.381E-05  0.120E-05
  181   0.798E-02 -0.336E-01  0.000E+00  0.358E-05  0.113E-05
  182   0.774E-02 -0.326E-01  0.000E+00  0.336E-05  0.106E-05
  183   0.750E-02 -0.316E-01  0.000E+00  0.316E-05  0.995E-06
  184   0.727E-02 -0.306E-01  0.000E+00  0.297E-05  0.935E-06
  185   0.705E-02 -0.297E-01  0.000E+00  0.279E-05  0.879E-06
  186   0.683E-02 -0.288E-01  0.000E+00  0.262E-05  0.826E-06
  187   0.663E-02 -0.279E-01  0.000E+00  0.247E-05  0.776E-06
  188   0.642E-02 -0.271E-01  0.000E+00  0.232E-05  0.729E-06
  189   0.623E-02 -0.262E-01  0.000E+00  0.218E-05  0.686E-06
  190   0.604E-02 -0.254E-01  0.000E+00  0.205E-05  0.644E-06
  191   0.585E-02 -0.247E-01  0.000E+00  0.192E-05  0.605E-06
  192   0.567E-02 -0.239E-01  0.000E+00  0.181E-05  0.569E-06
  193   0.550E-02 -0.232E-01  0.000E+00  0.170E-05  0.535E-06
  194   0.533E-02 -0.225E-01  0.000E+00  0.160E-05  0.503E-06
  195   0.517E-02 -0.218E-01  0.000E+00  0.150E-05  0.472E-06
  196   0.501E-02 -0.211E-01  0.000E+00  0.141E-05  0.444E-06
  197   0.486E-02 -0.205E-01  0.000E+00  0.133E-05  0.417E-06
  198   0.471E-02 -0.198E-01  0.000E+00  0.125E-05  0.392E-06
  199   0.456E-02 -0.192E-01  0.000E+00  0.117E-05  0.368E-06
  200   0.443E-02 -0.186E-01  0.000E+00  0.183E-04  0.575E-05


                   LOVE WAVE        MODE #  0
        T = 0.2000E+02 C =    0.3871E+01 U   = 0.3419E+01
        AL= 0.6246E-03 GAMMA= 0.0000E+00 ZREF= 0.0000E+00
    M       UT         TT       DC/DH      DC/DB      DC/DR
    1   0.100E+01  0.000E+00 -0.188E-01  0.216E-01 -0.364E-02
    2   0.100E+01 -0.256E-01 -0.188E-01  0.216E-01 -0.363E-02
    3   0.999E+00 -0.512E-01 -0.188E-01  0.216E-01 -0.362E-02
    4   0.998E+00 -0.768E-01 -0.188E-01  0.215E-01 -0.360E-02
    5   0.997E+00 -0.102E+00 -0.188E-01  0.215E-01 -0.358E-02
    6   0.995E+00 -0.128E+00 -0.188E-01  0.214E-01 -0.355E-02
    7   0.993E+00 -0.153E+00 -0.188E-01  0.213E-01 -0.351E-02
    8   0.990E+00 -0.179E+00 -0.188E-01  0.212E-01 -0.347E-02
    9   0.987E+00 -0.204E+00 -0.188E-01  0.211E-01 -0.342E-02
   10   0.983E+00 -0.229E+00 -0.188E-01  0.210E-01 -0.337E-02
   11   0.979E+00 -0.254E+00 -0.188E-01  0.209E-01 -0.331E-02
   12   0.975E+00 -0.279E+00 -0.188E-01  0.207E-01 -0.325E-02
   13   0.970E+00 -0.304E+00 -0.188E-01  0.206E-01 -0.318E-02
   14   0.965E+00 -0.329E+00 -0.188E-01  0.204E-01 -0.310E-02
   15   0.960E+00 -0.354E+00 -0.188E-01  0.202E-01 -0.302E-02
   16   0.954E+00 -0.378E+00 -0.188E-01  0.201E-01 -0.294E-02
   17   0.947E+00 -0.403E+00 -0.188E-01  0.199E-01 -0.285E-02
   18   0.941E+00 -0.427E+00 -0.188E-01  0.196E-01 -0.275E-02
   19   0.934E+00 -0.451E+00 -0.188E-01  0.194E-01 -0.265E-02
   20   0.926E+00 -0.475E+00 -0.188E-01  0.192E-01 -0.255E-02
   21   0.918E+00 -0.498E+00 -0.195E-01  0.199E-01 -0.250E-02
   22   0.910E+00 -0.523E+00 -0.195E-01  0.196E-01 -0.240E-02
   23   0.902E+00 -0.547E+00 -0.195E-01  0.194E-01 -0.229E-02
   24   0.894E+00 -0.572E+00 -0.195E-01  0.191E-01 -0.217E-02
   25   0.885E+00 -0.596E+00 -0.195E-01  0.188E-01 -0.205E-02
   26   0.875E+00 -0.619E+00 -0.195E-01  0.185E-01 -0.193E-02
   27   0.866E+00 -0.643E+00 -0.195E-01  0.182E-01 -0.181E-02
   28   0.856E+00 -0.666E+00 -0.195E-01  0.180E-01 -0.168E-02
   29   0.845E+00 -0.689E+00 -0.195E-01  0.176E-01 -0.155E-02
   30   0.834E+00 -0.712E+00 -0.195E-01  0.173E-01 -0.142E-02
   31   0.823E+00 -0.734E+00 -0.195E-01  0.170E-01 -0.128E-02
   32   0.812E+00 -0.756E+00 -0.195E-01  0.167E-01 -0.115E-02
   33   0.800E+00 -0.778E+00 -0.195E-01  0.164E-01 -0.101E-02
   34   0.788E+00 -0.799E+00 -0.195E-01  0.160E-01 -0.866E-03
   35   0.776E+00 -0.820E+00 -0.195E-01  0.157E-01 -0.723E-03
   36   0.763E+00 -0.841E+00 -0.195E-01  0.154E-01 -0.580E-03
   37   0.750E+00 -0.861E+00 -0.195E-01  0.150E-01 -0.436E-03
   38   0.736E+00 -0.881E+00 -0.195E-01  0.147E-01 -0.291E-03
   39   0.723E+00 -0.901E+00 -0.195E-01  0.144E-01 -0.145E-03
   40   0.709E+00 -0.920E+00 -0.195E-01  0.140E-01  0.512E-06
   41   0.694E+00 -0.939E+00 -0.139E-01  0.142E-01  0.612E-03
   42   0.682E+00 -0.950E+00 -0.817E-02  0.144E-01  0.122E-02
   43   0.671E+00 -0.951E+00 -0.817E-02  0.140E-01  0.123E-02
   44   0.660E+00 -0.952E+00 -0.817E-02  0.136E-01  0.123E-02
   45   0.649E+00 -0.953E+00 -0.817E-02  0.133E-01  0.124E-02
   46   0.638E+00 -0.954E+00 -0.817E-02  0.129E-01  0.125E-02
   47   0.627E+00 -0.955E+00 -0.817E-02  0.125E-01  0.125E-02
   48   0.616E+00 -0.956E+00 -0.817E-02  0.121E-01  0.126E-02
   49   0.605E+00 -0.957E+00 -0.817E-02  0.118E-01  0.126E-02
   50   0.594E+00 -0.958E+00 -0.817E-02  0.114E-01  0.127E-02
   51   0.583E+00 -0.958E+00 -0.817E-02  0.111E-01  0.127E-02
   52   0.572E+00 -0.959E+00 -0.817E-02  0.107E-01  0.128E-02
   53   0.561E+00 -0.960E+00 -0.817E-02  0.104E-01  0.128E-02
   54   0.549E+00 -0.961E+00 -0.817E-02  0.101E-01  0.129E-02
   55   0.538E+00 -0.962E+00 -0.817E-02  0.975E-02  0.129E-02
   56   0.527E+00 -0.963E+00 -0.817E-02  0.944E-02  0.129E-02
   57   0.516E+00 -0.963E+00 -0.817E-02  0.913E-02  0.130E-02
   58   0.505E+00 -0.964E+00 -0.817E-02  0.883E-02  0.130E-02
   59   0.494E+00 -0.965E+00 -0.817E-02  0.853E-02  0.131E-02
   60   0.483E+00 -0.966E+00 -0.817E-02  0.824E-02  0.131E-02
   61   0.472E+00 -0.967E+00 -0.817E-02  0.796E-02  0.132E-02
   62   0.460E+00 -0.967E+00 -0.817E-02  0.768E-02  0.132E-02
   63   0.449E+00 -0.968E+00 -0.817E-02  0.741E-02  0.132E-02
   64   0.438E+00 -0.969E+00 -0.817E-02  0.715E-02  0.133E-02
   65   0.427E+00 -0.969E+00 -0.817E-02  0.689E-02  0.133E-02
   66   0.416E+00 -0.970E+00 -0.817E-02  0.664E-02  0.133E-02
   67   0.404E+00 -0.971E+00 -0.817E-02  0.640E-02  0.134E-02
   68   0.393E+00 -0.971E+00 -0.817E-02  0.616E-02  0.134E-02
   69   0.382E+00 -0.972E+00 -0.817E-02  0.593E-02  0.134E-02
   70   0.371E+00 -0.972E+00 -0.817E-02  0.571E-02  0.135E-02
   71   0.359E+00 -0.973E+00 -0.407E-02  0.549E-02  0.138E-02
   72   0.351E+00 -0.964E+00 -0.617E-05  0.546E-02  0.150E-02
   73   0.343E+00 -0.945E+00 -0.617E-05  0.524E-02  0.144E-02
   74   0.336E+00 -0.925E+00 -0.617E-05  0.503E-02  0.138E-02
   75   0.330E+00 -0.907E+00 -0.617E-05  0.483E-02  0.132E-02
   76   0.323E+00 -0.888E+00 -0.617E-05  0.464E-02  0.127E-02
   77   0.316E+00 -0.870E+00 -0.617E-05  0.445E-02  0.122E-02
   78   0.310E+00 -0.853E+00 -0.617E-05  0.427E-02  0.117E-02
   79   0.304E+00 -0.835E+00 -0.617E-05  0.410E-02  0.112E-02
   80   0.297E+00 -0.818E+00 -0.617E-05  0.393E-02  0.108E-02
   81   0.291E+00 -0.802E+00 -0.617E-05  0.378E-02  0.103E-02
   82   0.286E+00 -0.786E+00 -0.617E-05  0.362E-02  0.992E-03
   83   0.280E+00 -0.770E+00 -0.617E-05  0.348E-02  0.952E-03
   84   0.274E+00 -0.754E+00 -0.617E-05  0.334E-02  0.914E-03
   85   0.268E+00 -0.739E+00 -0.617E-05  0.320E-02  0.877E-03
   86   0.263E+00 -0.724E+00 -0.617E-05  0.308E-02  0.842E-03
   87   0.258E+00 -0.709E+00 -0.617E-05  0.295E-02  0.808E-03
   88   0.252E+00 -0.695E+00 -0.617E-05  0.283E-02  0.776E-03
   89   0.247E+00 -0.681E+00 -0.617E-05  0.272E-02  0.745E-03
   90   0.242E+00 -0.667E+00 -0.617E-05  0.261E-02  0.715E-03
   91   0.237E+00 -0.653E+00 -0.617E-05  0.251E-02  0.686E-03
   92   0.233E+00 -0.640E+00 -0.617E-05  0.240E-02  0.658E-03
   93   0.228E+00 -0.627E+00 -0.617E-05  0.231E-02  0.632E-03
   94   0.223E+00 -0.614E+00 -0.617E-05  0.221E-02  0.607E-03
   95   0.219E+00 -0.602E+00 -0.617E-05  0.213E-02  0.582E-03
   96   0.214E+00 -0.590E+00 -0.617E-05  0.204E-02  0.559E-03
   97   0.210E+00 -0.578E+00 -0.617E-05  0.196E-02  0.536E-03
   98   0.206E+00 -0.566E+00 -0.617E-05  0.188E-02  0.515E-03
   99   0.201E+00 -0.555E+00 -0.617E-05  0.180E-02  0.494E-03
  100   0.197E+00 -0.543E+00 -0.617E-05  0.173E-02  0.474E-03
  101   0.193E+00 -0.532E+00 -0.617E-05  0.166E-02  0.455E-03
  102   0.189E+00 -0.522E+00 -0.617E-05  0.159E-02  0.437E-03
  103   0.186E+00 -0.511E+00 -0.617E-05  0.153E-02  0.419E-03
  104   0.182E+00 -0.501E+00 -0.617E-05  0.147E-02  0.403E-03
  105   0.178E+00 -0.491E+00 -0.617E-05  0.141E-02  0.386E-03
  106   0.174E+00 -0.481E+00 -0.617E-05  0.135E-02  0.371E-03
  107   0.171E+00 -0.471E+00 -0.617E-05  0.130E-02  0.356E-03
  108   0.167E+00 -0.461E+00 -0.617E-05  0.125E-02  0.342E-03
  109   0.164E+00 -0.452E+00 -0.617E-05  0.120E-02  0.328E-03
  110   0.161E+00 -0.443E+00 -0.617E-05  0.115E-02  0.315E-03
  111   0.157E+00 -0.434E+00 -0.617E-05  0.110E-02  0.302E-03
  112   0.154E+00 -0.425E+00 -0.617E-05  0.106E-02  0.290E-03
  113   0.151E+00 -0.417E+00 -0.617E-05  0.102E-02  0.278E-03
  114   0.148E+00 -0.408E+00 -0.617E-05  0.974E-03  0.267E-03
  115   0.145E+00 -0.400E+00 -0.617E-05  0.935E-03  0.256E-03
  116   0.142E+00 -0.392E+00 -0.617E-05  0.897E-03  0.246E-03
  117   0.139E+00 -0.384E+00 -0.617E-05  0.861E-03  0.236E-03
  118   0.136E+00 -0.376E+00 -0.617E-05  0.827E-03  0.227E-03
  119   0.134E+00 -0.368E+00 -0.617E-05  0.793E-03  0.218E-03
  120   0.131E+00 -0.361E+00 -0.617E-05  0.761E-03  0.209E-03
  121   0.128E+00 -0.354E+00 -0.617E-05  0.731E-03  0.200E-03
