  
 Model:
  LAYER     H(km)       TA          TC          TF          TL          TN        Density     QA(inv)     QB(inv)


                      RAYLEIGH WAVE      MODE #  0
        T = 0.1500E+02 C =    0.3372E+01 U   = 0.2917E+01
        AR= 0.9627E-03 GAMMA= 0.0000E+00 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DAv     DC/DAh     DC/DN      DC/DBv     DC/DBh     DC/DR
    1   0.679E+00  0.000E+00  0.100E+01  0.000E+00 -0.211E-01  0.261E-02  0.192E-01 -0.169E-01  0.245E-01  0.000E+00 -0.131E-01
    2   0.562E+00  0.515E+00  0.102E+01 -0.450E+00 -0.211E-01  0.850E-03  0.172E-01 -0.785E-02  0.133E-01  0.000E+00 -0.207E-01
    3   0.457E+00  0.954E+00  0.103E+01 -0.847E+00 -0.211E-01  0.107E-03  0.148E-01 -0.202E-02  0.782E-02  0.000E+00 -0.247E-01
    4   0.364E+00  0.133E+01  0.103E+01 -0.120E+01 -0.211E-01  0.944E-04  0.123E-01  0.140E-02  0.627E-02  0.000E+00 -0.260E-01
    5   0.281E+00  0.164E+01  0.103E+01 -0.151E+01 -0.211E-01  0.584E-03  0.978E-02  0.306E-02  0.735E-02  0.000E+00 -0.254E-01
    6   0.208E+00  0.189E+01  0.102E+01 -0.178E+01 -0.211E-01  0.140E-02  0.729E-02  0.345E-02  0.101E-01  0.000E+00 -0.235E-01
    7   0.143E+00  0.211E+01  0.101E+01 -0.201E+01 -0.211E-01  0.241E-02  0.492E-02  0.297E-02  0.137E-01  0.000E+00 -0.207E-01
    8   0.866E-01  0.228E+01  0.988E+00 -0.222E+01 -0.211E-01  0.352E-02  0.271E-02  0.192E-02  0.178E-01  0.000E+00 -0.174E-01
    9   0.373E-01  0.241E+01  0.965E+00 -0.239E+01 -0.211E-01  0.463E-02  0.690E-03  0.543E-03  0.218E-01  0.000E+00 -0.139E-01
   10  -0.548E-02  0.251E+01  0.939E+00 -0.254E+01 -0.211E-01  0.571E-02 -0.111E-02 -0.992E-03  0.256E-01  0.000E+00 -0.103E-01
   11  -0.421E-01  0.258E+01  0.909E+00 -0.266E+01 -0.211E-01  0.670E-02 -0.269E-02 -0.255E-02  0.290E-01  0.000E+00 -0.686E-02
   12  -0.730E-01  0.263E+01  0.878E+00 -0.277E+01 -0.211E-01  0.758E-02 -0.404E-02 -0.402E-02  0.319E-01  0.000E+00 -0.355E-02
   13  -0.986E-01  0.266E+01  0.844E+00 -0.285E+01 -0.211E-01  0.832E-02 -0.516E-02 -0.534E-02  0.342E-01  0.000E+00 -0.495E-03
   14  -0.119E+00  0.268E+01  0.808E+00 -0.291E+01 -0.211E-01  0.891E-02 -0.604E-02 -0.645E-02  0.360E-01  0.000E+00  0.228E-02
   15  -0.135E+00  0.268E+01  0.772E+00 -0.296E+01 -0.211E-01  0.934E-02 -0.670E-02 -0.731E-02  0.371E-01  0.000E+00  0.475E-02
   16  -0.147E+00  0.267E+01  0.734E+00 -0.298E+01 -0.211E-01  0.961E-02 -0.713E-02 -0.790E-02  0.377E-01  0.000E+00  0.690E-02
   17  -0.154E+00  0.265E+01  0.696E+00 -0.299E+01 -0.211E-01  0.972E-02 -0.735E-02 -0.822E-02  0.378E-01  0.000E+00  0.874E-02
   18  -0.157E+00  0.263E+01  0.658E+00 -0.299E+01 -0.211E-01  0.967E-02 -0.735E-02 -0.824E-02  0.374E-01  0.000E+00  0.103E-01
   19  -0.156E+00  0.261E+01  0.620E+00 -0.297E+01 -0.211E-01  0.946E-02 -0.714E-02 -0.799E-02  0.366E-01  0.000E+00  0.116E-01
   20  -0.151E+00  0.259E+01  0.582E+00 -0.293E+01 -0.211E-01  0.909E-02 -0.674E-02 -0.747E-02  0.355E-01  0.000E+00  0.126E-01
   21  -0.141E+00  0.257E+01  0.545E+00 -0.288E+01 -0.129E-01  0.741E-02 -0.590E-02 -0.733E-02  0.296E-01  0.000E+00  0.977E-02
   22  -0.139E+00  0.254E+01  0.513E+00 -0.282E+01 -0.636E-02  0.622E-02 -0.537E-02 -0.760E-02  0.251E-01  0.000E+00  0.755E-02
   23  -0.143E+00  0.247E+01  0.485E+00 -0.277E+01 -0.636E-02  0.607E-02 -0.534E-02 -0.768E-02  0.243E-01  0.000E+00  0.785E-02
   24  -0.146E+00  0.239E+01  0.458E+00 -0.271E+01 -0.636E-02  0.587E-02 -0.524E-02 -0.764E-02  0.233E-01  0.000E+00  0.800E-02
   25  -0.147E+00  0.231E+01  0.430E+00 -0.264E+01 -0.636E-02  0.564E-02 -0.508E-02 -0.749E-02  0.222E-01  0.000E+00  0.802E-02
   26  -0.146E+00  0.223E+01  0.404E+00 -0.258E+01 -0.636E-02  0.539E-02 -0.488E-02 -0.725E-02  0.209E-01  0.000E+00  0.795E-02
   27  -0.144E+00  0.215E+01  0.378E+00 -0.250E+01 -0.636E-02  0.510E-02 -0.465E-02 -0.694E-02  0.196E-01  0.000E+00  0.779E-02
   28  -0.141E+00  0.206E+01  0.353E+00 -0.243E+01 -0.636E-02  0.480E-02 -0.438E-02 -0.655E-02  0.183E-01  0.000E+00  0.756E-02
   29  -0.136E+00  0.198E+01  0.328E+00 -0.235E+01 -0.636E-02  0.449E-02 -0.409E-02 -0.610E-02  0.170E-01  0.000E+00  0.729E-02
   30  -0.131E+00  0.190E+01  0.304E+00 -0.227E+01 -0.636E-02  0.416E-02 -0.377E-02 -0.560E-02  0.156E-01  0.000E+00  0.698E-02
   31  -0.124E+00  0.183E+01  0.282E+00 -0.219E+01 -0.636E-02  0.382E-02 -0.344E-02 -0.506E-02  0.143E-01  0.000E+00  0.664E-02
   32  -0.116E+00  0.176E+01  0.260E+00 -0.211E+01 -0.636E-02  0.348E-02 -0.309E-02 -0.449E-02  0.131E-01  0.000E+00  0.629E-02
   33  -0.107E+00  0.170E+01  0.239E+00 -0.202E+01 -0.636E-02  0.313E-02 -0.272E-02 -0.389E-02  0.118E-01  0.000E+00  0.594E-02
   34  -0.968E-01  0.165E+01  0.219E+00 -0.193E+01 -0.636E-02  0.277E-02 -0.234E-02 -0.327E-02  0.107E-01  0.000E+00  0.560E-02
   35  -0.852E-01  0.161E+01  0.200E+00 -0.183E+01 -0.636E-02  0.241E-02 -0.195E-02 -0.264E-02  0.963E-02  0.000E+00  0.528E-02
   36  -0.722E-01  0.158E+01  0.183E+00 -0.173E+01 -0.261E-02  0.165E-02 -0.144E-02 -0.268E-02  0.695E-02  0.000E+00  0.355E-02
   37  -0.654E-01  0.153E+01  0.170E+00 -0.164E+01 -0.520E-06  0.122E-02 -0.116E-02 -0.286E-02  0.524E-02  0.000E+00  0.245E-02
   38  -0.635E-01  0.146E+01  0.160E+00 -0.155E+01 -0.520E-06  0.111E-02 -0.106E-02 -0.264E-02  0.478E-02  0.000E+00  0.226E-02
   39  -0.614E-01  0.139E+01  0.150E+00 -0.146E+01 -0.520E-06  0.999E-03 -0.957E-03 -0.242E-02  0.435E-02  0.000E+00  0.207E-02
   40  -0.592E-01  0.132E+01  0.140E+00 -0.138E+01 -0.520E-06  0.898E-03 -0.865E-03 -0.221E-02  0.393E-02  0.000E+00  0.188E-02
   41  -0.569E-01  0.125E+01  0.131E+00 -0.130E+01 -0.520E-06  0.804E-03 -0.778E-03 -0.200E-02  0.355E-02  0.000E+00  0.171E-02
   42  -0.545E-01  0.119E+01  0.123E+00 -0.122E+01 -0.520E-06  0.718E-03 -0.697E-03 -0.181E-02  0.319E-02  0.000E+00  0.154E-02
   43  -0.520E-01  0.112E+01  0.115E+00 -0.114E+01 -0.520E-06  0.640E-03 -0.623E-03 -0.163E-02  0.285E-02  0.000E+00  0.139E-02
   44  -0.496E-01  0.106E+01  0.107E+00 -0.107E+01 -0.520E-06  0.569E-03 -0.555E-03 -0.146E-02  0.255E-02  0.000E+00  0.125E-02
   45  -0.472E-01  0.996E+00  0.100E+00 -0.101E+01 -0.520E-06  0.504E-03 -0.493E-03 -0.131E-02  0.227E-02  0.000E+00  0.111E-02
   46  -0.448E-01  0.938E+00  0.935E-01 -0.944E+00 -0.520E-06  0.446E-03 -0.437E-03 -0.117E-02  0.201E-02  0.000E+00  0.994E-03
   47  -0.424E-01  0.882E+00  0.872E-01 -0.884E+00 -0.520E-06  0.394E-03 -0.387E-03 -0.104E-02  0.178E-02  0.000E+00  0.884E-03
   48  -0.402E-01  0.828E+00  0.813E-01 -0.827E+00 -0.520E-06  0.347E-03 -0.341E-03 -0.922E-03  0.158E-02  0.000E+00  0.784E-03
   49  -0.379E-01  0.777E+00  0.758E-01 -0.773E+00 -0.520E-06  0.305E-03 -0.301E-03 -0.817E-03  0.139E-02  0.000E+00  0.694E-03
   50  -0.358E-01  0.729E+00  0.706E-01 -0.723E+00 -0.520E-06  0.268E-03 -0.264E-03 -0.721E-03  0.123E-02  0.000E+00  0.613E-03
   51  -0.337E-01  0.683E+00  0.657E-01 -0.675E+00 -0.520E-06  0.235E-03 -0.232E-03 -0.636E-03  0.108E-02  0.000E+00  0.541E-03
   52  -0.318E-01  0.639E+00  0.611E-01 -0.630E+00 -0.520E-06  0.205E-03 -0.203E-03 -0.560E-03  0.946E-03  0.000E+00  0.476E-03
   53  -0.299E-01  0.598E+00  0.569E-01 -0.587E+00 -0.520E-06  0.180E-03 -0.178E-03 -0.492E-03  0.829E-03  0.000E+00  0.418E-03
   54  -0.280E-01  0.559E+00  0.529E-01 -0.548E+00 -0.520E-06  0.157E-03 -0.155E-03 -0.432E-03  0.725E-03  0.000E+00  0.367E-03
   55  -0.263E-01  0.522E+00  0.491E-01 -0.510E+00 -0.520E-06  0.137E-03 -0.136E-03 -0.378E-03  0.634E-03  0.000E+00  0.321E-03
   56  -0.247E-01  0.488E+00  0.457E-01 -0.475E+00 -0.520E-06  0.119E-03 -0.118E-03 -0.331E-03  0.553E-03  0.000E+00  0.281E-03
   57  -0.231E-01  0.455E+00  0.424E-01 -0.443E+00 -0.520E-06  0.104E-03 -0.103E-03 -0.289E-03  0.482E-03  0.000E+00  0.245E-03
   58  -0.216E-01  0.424E+00  0.394E-01 -0.412E+00 -0.520E-06  0.901E-04 -0.895E-04 -0.252E-03  0.420E-03  0.000E+00  0.214E-03
   59  -0.202E-01  0.395E+00  0.366E-01 -0.383E+00 -0.520E-06  0.782E-04 -0.778E-04 -0.220E-03  0.365E-03  0.000E+00  0.186E-03
   60  -0.189E-01  0.368E+00  0.339E-01 -0.356E+00 -0.520E-06  0.679E-04 -0.675E-04 -0.191E-03  0.317E-03  0.000E+00  0.162E-03
   61  -0.177E-01  0.343E+00  0.315E-01 -0.331E+00 -0.520E-06  0.588E-04 -0.585E-04 -0.166E-03  0.275E-03  0.000E+00  0.141E-03
   62  -0.165E-01  0.319E+00  0.292E-01 -0.308E+00 -0.520E-06  0.510E-04 -0.507E-04 -0.144E-03  0.239E-03  0.000E+00  0.122E-03
   63  -0.154E-01  0.297E+00  0.271E-01 -0.286E+00 -0.520E-06  0.441E-04 -0.439E-04 -0.125E-03  0.207E-03  0.000E+00  0.106E-03
   64  -0.144E-01  0.276E+00  0.251E-01 -0.266E+00 -0.520E-06  0.381E-04 -0.380E-04 -0.109E-03  0.179E-03  0.000E+00  0.921E-04
   65  -0.134E-01  0.257E+00  0.232E-01 -0.247E+00 -0.520E-06  0.330E-04 -0.328E-04 -0.942E-04  0.155E-03  0.000E+00  0.798E-04
   66  -0.125E-01  0.239E+00  0.215E-01 -0.229E+00 -0.520E-06  0.285E-04 -0.284E-04 -0.815E-04  0.134E-03  0.000E+00  0.690E-04
   67  -0.116E-01  0.222E+00  0.199E-01 -0.212E+00 -0.520E-06  0.246E-04 -0.245E-04 -0.705E-04  0.116E-03  0.000E+00  0.597E-04
   68  -0.108E-01  0.206E+00  0.185E-01 -0.197E+00 -0.520E-06  0.212E-04 -0.211E-04 -0.609E-04  0.999E-04  0.000E+00  0.516E-04
   69  -0.101E-01  0.191E+00  0.171E-01 -0.183E+00 -0.520E-06  0.183E-04 -0.182E-04 -0.526E-04  0.861E-04  0.000E+00  0.446E-04
   70  -0.936E-02  0.178E+00  0.158E-01 -0.170E+00 -0.520E-06  0.157E-04 -0.157E-04 -0.454E-04  0.743E-04  0.000E+00  0.385E-04
   71  -0.870E-02  0.165E+00  0.146E-01 -0.157E+00 -0.520E-06  0.135E-04 -0.135E-04 -0.391E-04  0.640E-04  0.000E+00  0.332E-04
   72  -0.808E-02  0.153E+00  0.135E-01 -0.146E+00 -0.520E-06  0.117E-04 -0.116E-04 -0.337E-04  0.551E-04  0.000E+00  0.286E-04
   73  -0.750E-02  0.142E+00  0.125E-01 -0.135E+00 -0.520E-06  0.100E-04 -0.100E-04 -0.290E-04  0.474E-04  0.000E+00  0.246E-04
   74  -0.696E-02  0.132E+00  0.116E-01 -0.125E+00 -0.520E-06  0.861E-05 -0.859E-05 -0.250E-04  0.408E-04  0.000E+00  0.212E-04
   75  -0.646E-02  0.122E+00  0.107E-01 -0.116E+00 -0.520E-06  0.739E-05 -0.738E-05 -0.214E-04  0.350E-04  0.000E+00  0.183E-04
   76  -0.598E-02  0.113E+00  0.990E-02 -0.107E+00 -0.520E-06  0.634E-05 -0.633E-05 -0.184E-04  0.301E-04  0.000E+00  0.157E-04
   77  -0.554E-02  0.105E+00  0.915E-02 -0.994E-01 -0.520E-06  0.543E-05 -0.542E-05 -0.158E-04  0.259E-04  0.000E+00  0.135E-04
   78  -0.513E-02  0.973E-01  0.846E-02 -0.920E-01 -0.240E-06  0.464E-05 -0.463E-05 -0.135E-04  0.221E-04  0.000E+00  0.115E-04
   79  -0.475E-02  0.902E-01  0.782E-02 -0.851E-01 -0.749E-09  0.396E-05 -0.395E-05 -0.115E-04  0.189E-04  0.000E+00  0.981E-05
   80  -0.440E-02  0.835E-01  0.723E-02 -0.787E-01 -0.749E-09  0.340E-05 -0.339E-05 -0.991E-05  0.162E-04  0.000E+00  0.842E-05
   81  -0.408E-02  0.773E-01  0.668E-02 -0.728E-01 -0.749E-09  0.291E-05 -0.291E-05 -0.850E-05  0.139E-04  0.000E+00  0.723E-05
   82  -0.378E-02  0.716E-01  0.618E-02 -0.674E-01 -0.749E-09  0.249E-05 -0.249E-05 -0.729E-05  0.119E-04  0.000E+00  0.620E-05
   83  -0.351E-02  0.663E-01  0.571E-02 -0.623E-01 -0.749E-09  0.214E-05 -0.213E-05 -0.625E-05  0.102E-04  0.000E+00  0.531E-05
   84  -0.325E-02  0.613E-01  0.528E-02 -0.576E-01 -0.749E-09  0.183E-05 -0.183E-05 -0.536E-05  0.876E-05  0.000E+00  0.456E-05
   85  -0.301E-02  0.567E-01  0.487E-02 -0.533E-01 -0.749E-09  0.157E-05 -0.156E-05 -0.459E-05  0.750E-05  0.000E+00  0.390E-05
   86  -0.279E-02  0.525E-01  0.450E-02 -0.493E-01 -0.749E-09  0.134E-05 -0.134E-05 -0.394E-05  0.642E-05  0.000E+00  0.334E-05
   87  -0.258E-02  0.486E-01  0.416E-02 -0.455E-01 -0.749E-09  0.115E-05 -0.114E-05 -0.337E-05  0.550E-05  0.000E+00  0.286E-05
   88  -0.239E-02  0.449E-01  0.384E-02 -0.421E-01 -0.749E-09  0.980E-06 -0.979E-06 -0.288E-05  0.470E-05  0.000E+00  0.245E-05
   89  -0.221E-02  0.415E-01  0.355E-02 -0.389E-01 -0.749E-09  0.838E-06 -0.837E-06 -0.247E-05  0.402E-05  0.000E+00  0.210E-05
   90  -0.205E-02  0.384E-01  0.328E-02 -0.360E-01 -0.749E-09  0.716E-06 -0.716E-06 -0.211E-05  0.344E-05  0.000E+00  0.179E-05
   91  -0.189E-02  0.355E-01  0.303E-02 -0.332E-01 -0.749E-09  0.612E-06 -0.612E-06 -0.181E-05  0.294E-05  0.000E+00  0.153E-05
   92  -0.175E-02  0.328E-01  0.279E-02 -0.307E-01 -0.749E-09  0.523E-06 -0.523E-06 -0.154E-05  0.251E-05  0.000E+00  0.131E-05
   93  -0.162E-02  0.303E-01  0.258E-02 -0.284E-01 -0.749E-09  0.447E-06 -0.446E-06 -0.132E-05  0.215E-05  0.000E+00  0.112E-05
   94  -0.150E-02  0.280E-01  0.238E-02 -0.262E-01 -0.749E-09  0.381E-06 -0.381E-06 -0.113E-05  0.184E-05  0.000E+00  0.958E-06
   95  -0.139E-02  0.259E-01  0.220E-02 -0.242E-01 -0.749E-09  0.326E-06 -0.326E-06 -0.964E-06  0.157E-05  0.000E+00  0.819E-06
   96  -0.128E-02  0.239E-01  0.203E-02 -0.223E-01 -0.749E-09  0.278E-06 -0.278E-06 -0.824E-06  0.134E-05  0.000E+00  0.699E-06
   97  -0.118E-02  0.221E-01  0.187E-02 -0.206E-01 -0.749E-09  0.237E-06 -0.237E-06 -0.704E-06  0.114E-05  0.000E+00  0.597E-06
   98  -0.110E-02  0.204E-01  0.173E-02 -0.191E-01 -0.749E-09  0.202E-06 -0.202E-06 -0.601E-06  0.975E-06  0.000E+00  0.510E-06
   99  -0.101E-02  0.189E-01  0.160E-02 -0.176E-01 -0.749E-09  0.173E-06 -0.173E-06 -0.513E-06  0.832E-06  0.000E+00  0.435E-06
  100  -0.936E-03  0.174E-01  0.147E-02 -0.163E-01 -0.749E-09  0.147E-06 -0.147E-06 -0.438E-06  0.710E-06  0.000E+00  0.372E-06
  101  -0.865E-03  0.161E-01  0.136E-02 -0.150E-01 -0.749E-09  0.126E-06 -0.126E-06 -0.374E-06  0.606E-06  0.000E+00  0.317E-06
  102  -0.799E-03  0.149E-01  0.125E-02 -0.139E-01 -0.749E-09  0.107E-06 -0.107E-06 -0.319E-06  0.517E-06  0.000E+00  0.270E-06
  103  -0.738E-03  0.137E-01  0.116E-02 -0.128E-01 -0.749E-09  0.914E-07 -0.914E-07 -0.272E-06  0.441E-06  0.000E+00  0.231E-06
  104  -0.682E-03  0.127E-01  0.107E-02 -0.118E-01 -0.749E-09  0.780E-07 -0.779E-07 -0.232E-06  0.376E-06  0.000E+00  0.197E-06
  105  -0.630E-03  0.117E-01  0.984E-03 -0.109E-01 -0.749E-09  0.665E-07 -0.664E-07 -0.198E-06  0.320E-06  0.000E+00  0.168E-06
  106  -0.582E-03  0.108E-01  0.907E-03 -0.101E-01 -0.749E-09  0.566E-07 -0.566E-07 -0.169E-06  0.273E-06  0.000E+00  0.143E-06
  107  -0.537E-03  0.996E-02  0.837E-03 -0.929E-02 -0.749E-09  0.483E-07 -0.483E-07 -0.144E-06  0.233E-06  0.000E+00  0.122E-06
  108  -0.496E-03  0.919E-02  0.772E-03 -0.857E-02 -0.749E-09  0.411E-07 -0.411E-07 -0.123E-06  0.198E-06  0.000E+00  0.104E-06
  109  -0.458E-03  0.848E-02  0.712E-03 -0.791E-02 -0.749E-09  0.351E-07 -0.351E-07 -0.105E-06  0.169E-06  0.000E+00  0.886E-07
  110  -0.423E-03  0.782E-02  0.656E-03 -0.730E-02 -0.749E-09  0.299E-07 -0.299E-07 -0.891E-07  0.144E-06  0.000E+00  0.755E-07
  111  -0.391E-03  0.722E-02  0.605E-03 -0.674E-02 -0.749E-09  0.254E-07 -0.254E-07 -0.759E-07  0.122E-06  0.000E+00  0.643E-07
  112  -0.360E-03  0.666E-02  0.557E-03 -0.622E-02 -0.749E-09  0.217E-07 -0.217E-07 -0.646E-07  0.104E-06  0.000E+00  0.548E-07
  113  -0.333E-03  0.615E-02  0.514E-03 -0.574E-02 -0.749E-09  0.185E-07 -0.185E-07 -0.550E-07  0.888E-07  0.000E+00  0.466E-07
  114  -0.307E-03  0.567E-02  0.474E-03 -0.530E-02 -0.749E-09  0.157E-07 -0.157E-07 -0.469E-07  0.756E-07  0.000E+00  0.397E-07
  115  -0.283E-03  0.523E-02  0.436E-03 -0.489E-02 -0.749E-09  0.134E-07 -0.134E-07 -0.399E-07  0.643E-07  0.000E+00  0.338E-07
  116  -0.261E-03  0.483E-02  0.402E-03 -0.451E-02 -0.749E-09  0.114E-07 -0.114E-07 -0.339E-07  0.547E-07  0.000E+00  0.288E-07
  117  -0.241E-03  0.446E-02  0.370E-03 -0.416E-02 -0.749E-09  0.968E-08 -0.967E-08 -0.288E-07  0.466E-07  0.000E+00  0.245E-07
  118  -0.222E-03  0.411E-02  0.341E-03 -0.384E-02 -0.749E-09  0.823E-08 -0.822E-08 -0.245E-07  0.396E-07  0.000E+00  0.209E-07
  119  -0.204E-03  0.380E-02  0.314E-03 -0.354E-02 -0.749E-09  0.699E-08 -0.698E-08 -0.208E-07  0.337E-07  0.000E+00  0.178E-07
  120  -0.188E-03  0.351E-02  0.290E-03 -0.326E-02 -0.749E-09  0.593E-08 -0.593E-08 -0.176E-07  0.287E-07  0.000E+00  0.151E-07
  121  -0.173E-03  0.324E-02  0.267E-03 -0.301E-02 -0.342E-09  0.503E-08 -0.503E-08 -0.152E-07  0.243E-07  0.000E+00  0.127E-07
  122  -0.159E-03  0.299E-02  0.246E-03 -0.277E-02  0.282E-12  0.427E-08 -0.427E-08 -0.132E-07  0.206E-07  0.000E+00  0.107E-07
  123  -0.147E-03  0.276E-02  0.227E-03 -0.256E-02  0.282E-12  0.364E-08 -0.364E-08 -0.112E-07  0.175E-07  0.000E+00  0.911E-08
  124  -0.135E-03  0.254E-02  0.209E-03 -0.236E-02  0.282E-12  0.309E-08 -0.309E-08 -0.952E-08  0.149E-07  0.000E+00  0.775E-08
  125  -0.125E-03  0.235E-02  0.193E-03 -0.217E-02  0.282E-12  0.263E-08 -0.263E-08 -0.810E-08  0.127E-07  0.000E+00  0.660E-08
  126  -0.115E-03  0.216E-02  0.178E-03 -0.201E-02  0.282E-12  0.224E-08 -0.224E-08 -0.689E-08  0.108E-07  0.000E+00  0.561E-08
  127  -0.106E-03  0.199E-02  0.164E-03 -0.185E-02  0.282E-12  0.190E-08 -0.190E-08 -0.586E-08  0.916E-08  0.000E+00  0.477E-08
  128  -0.981E-04  0.184E-02  0.151E-03 -0.170E-02  0.282E-12  0.162E-08 -0.162E-08 -0.498E-08  0.779E-08  0.000E+00  0.406E-08
  129  -0.904E-04  0.170E-02  0.139E-03 -0.157E-02  0.282E-12  0.137E-08 -0.137E-08 -0.424E-08  0.662E-08  0.000E+00  0.345E-08
  130  -0.834E-04  0.156E-02  0.128E-03 -0.145E-02  0.282E-12  0.117E-08 -0.117E-08 -0.360E-08  0.563E-08  0.000E+00  0.293E-08
  131  -0.769E-04  0.144E-02  0.118E-03 -0.134E-02  0.282E-12  0.993E-09 -0.993E-09 -0.306E-08  0.479E-08  0.000E+00  0.250E-08
  132  -0.709E-04  0.133E-02  0.109E-03 -0.123E-02  0.282E-12  0.844E-09 -0.844E-09 -0.261E-08  0.407E-08  0.000E+00  0.212E-08
  133  -0.654E-04  0.123E-02  0.100E-03 -0.113E-02  0.282E-12  0.717E-09 -0.717E-09 -0.221E-08  0.346E-08  0.000E+00  0.180E-08
  134  -0.603E-04  0.113E-02  0.925E-04 -0.105E-02  0.282E-12  0.610E-09 -0.610E-09 -0.188E-08  0.294E-08  0.000E+00  0.153E-08
  135  -0.556E-04  0.104E-02  0.852E-04 -0.964E-03  0.282E-12  0.518E-09 -0.518E-09 -0.160E-08  0.250E-08  0.000E+00  0.130E-08
  136  -0.513E-04  0.960E-03  0.785E-04 -0.888E-03  0.282E-12  0.440E-09 -0.440E-09 -0.136E-08  0.212E-08  0.000E+00  0.111E-08
  137  -0.473E-04  0.885E-03  0.724E-04 -0.819E-03  0.282E-12  0.374E-09 -0.374E-09 -0.116E-08  0.180E-08  0.000E+00  0.941E-09
  138  -0.436E-04  0.816E-03  0.667E-04 -0.755E-03  0.282E-12  0.318E-09 -0.318E-09 -0.982E-09  0.153E-08  0.000E+00  0.800E-09
  139  -0.402E-04  0.752E-03  0.615E-04 -0.695E-03  0.282E-12  0.270E-09 -0.270E-09 -0.835E-09  0.130E-08  0.000E+00  0.680E-09
  140  -0.370E-04  0.693E-03  0.567E-04 -0.641E-03  0.282E-12  0.229E-09 -0.229E-09 -0.709E-09  0.111E-08  0.000E+00  0.577E-09
  141  -0.342E-04  0.639E-03  0.522E-04 -0.591E-03  0.282E-12  0.195E-09 -0.195E-09 -0.603E-09  0.940E-09  0.000E+00  0.491E-09
  142  -0.315E-04  0.589E-03  0.481E-04 -0.544E-03  0.282E-12  0.165E-09 -0.165E-09 -0.512E-09  0.799E-09  0.000E+00  0.417E-09
  143  -0.290E-04  0.543E-03  0.443E-04 -0.502E-03  0.282E-12  0.141E-09 -0.141E-09 -0.435E-09  0.679E-09  0.000E+00  0.354E-09
  144  -0.267E-04  0.500E-03  0.409E-04 -0.462E-03  0.282E-12  0.119E-09 -0.119E-09 -0.369E-09  0.577E-09  0.000E+00  0.301E-09
  145  -0.247E-04  0.461E-03  0.376E-04 -0.426E-03  0.282E-12  0.101E-09 -0.101E-09 -0.314E-09  0.490E-09  0.000E+00  0.256E-09
  146  -0.227E-04  0.425E-03  0.347E-04 -0.392E-03  0.282E-12  0.861E-10 -0.861E-10 -0.266E-09  0.416E-09  0.000E+00  0.217E-09
  147  -0.209E-04  0.392E-03  0.320E-04 -0.362E-03  0.282E-12  0.731E-10 -0.731E-10 -0.226E-09  0.353E-09  0.000E+00  0.184E-09
  148  -0.193E-04  0.361E-03  0.295E-04 -0.333E-03  0.282E-12  0.621E-10 -0.621E-10 -0.192E-09  0.300E-09  0.000E+00  0.157E-09
  149  -0.178E-04  0.333E-03  0.271E-04 -0.307E-03  0.282E-12  0.527E-10 -0.527E-10 -0.163E-09  0.255E-09  0.000E+00  0.133E-09
  150  -0.164E-04  0.307E-03  0.250E-04 -0.283E-03  0.282E-12  0.447E-10 -0.447E-10 -0.139E-09  0.216E-09  0.000E+00  0.113E-09
  151  -0.151E-04  0.283E-03  0.230E-04 -0.261E-03  0.282E-12  0.380E-10 -0.380E-10 -0.118E-09  0.184E-09  0.000E+00  0.959E-10
  152  -0.139E-04  0.260E-03  0.212E-04 -0.240E-03  0.282E-12  0.323E-10 -0.323E-10 -0.999E-10  0.156E-09  0.000E+00  0.815E-10
  153  -0.128E-04  0.240E-03  0.196E-04 -0.221E-03  0.282E-12  0.274E-10 -0.274E-10 -0.849E-10  0.133E-09  0.000E+00  0.692E-10
  154  -0.118E-04  0.221E-03  0.180E-04 -0.204E-03  0.282E-12  0.232E-10 -0.232E-10 -0.721E-10  0.113E-09  0.000E+00  0.587E-10
  155  -0.109E-04  0.204E-03  0.166E-04 -0.188E-03  0.282E-12  0.197E-10 -0.197E-10 -0.612E-10  0.955E-10  0.000E+00  0.499E-10
  156  -0.100E-04  0.188E-03  0.153E-04 -0.173E-03  0.282E-12  0.167E-10 -0.167E-10 -0.520E-10  0.811E-10  0.000E+00  0.423E-10
  157  -0.926E-05  0.173E-03  0.141E-04 -0.159E-03  0.282E-12  0.142E-10 -0.142E-10 -0.441E-10  0.689E-10  0.000E+00  0.359E-10
  158  -0.853E-05  0.159E-03  0.130E-04 -0.147E-03  0.282E-12  0.121E-10 -0.121E-10 -0.375E-10  0.585E-10  0.000E+00  0.305E-10
  159  -0.786E-05  0.147E-03  0.120E-04 -0.135E-03  0.282E-12  0.102E-10 -0.102E-10 -0.318E-10  0.497E-10  0.000E+00  0.259E-10
  160  -0.725E-05  0.135E-03  0.110E-04 -0.124E-03  0.282E-12  0.870E-11 -0.870E-11 -0.270E-10  0.422E-10  0.000E+00  0.220E-10
  161  -0.668E-05  0.125E-03  0.102E-04 -0.115E-03  0.282E-12  0.739E-11 -0.739E-11 -0.230E-10  0.358E-10  0.000E+00  0.187E-10
  162  -0.616E-05  0.115E-03  0.938E-05 -0.106E-03  0.282E-12  0.627E-11 -0.627E-11 -0.195E-10  0.304E-10  0.000E+00  0.158E-10
