


                  RAYLEIGH WAVE      MODE #  0

                         PERIOD          PHASE VEL
              1103    0.2310860367     3.1709583920
              1104    0.2311186345     3.1709583920
              1105    0.2311512415     3.1709583920
              1106    0.2311838578     3.1709583920
              1107    0.2312164832     3.1709583920
              1108    0.2312491179     3.1709583920
              1109    0.2312817617     3.1709583920
              1110    0.2313144148     3.1709583920
              1111    0.2313470771     3.1709583920
              1112    0.2313797486     3.1709583920
              1113    0.2314124294     3.1709583920
              1114    0.2314451194     3.1709583920
              1115    0.2314778186     3.1709583920
              1116    0.2315105271     3.1709583920
              1117    0.2315432448     3.1709583920
              1118    0.2315759717     3.1709583920
              1119    0.2316087079     3.1709583920
              1120    0.2316414534     3.1709583920
              1121    0.2316742081     3.1709583920
              1122    0.2317069721     3.1709583920
              1123    0.2317397454     3.1709583920
              1124    0.2317725279     3.1709583920
              1125    0.2318053198     3.1709583920
              1126    0.2318381208     3.1709583920
              1127    0.2318709312     3.1709583920
              1128    0.2319037509     3.1709583920
              1129    0.2319365798     3.1709583920
              1130    0.2319694181     3.1709583920
              1131    0.2320022656     3.1709583920
              1132    0.2320351225     3.1709583920
              1133    0.2320679887     3.1709583920
              1134    0.2321008641     3.1709583920
              1135    0.2321337489     3.1709583920
              1136    0.2321666430     3.1709583920
              1137    0.2321995465     3.1709583920
              1138    0.2322324592     3.1709583920
              1139    0.2322653813     3.1709583920
              1140    0.2322983128     3.1709583920
              1141    0.2323312535     3.1709583920
              1142    0.2323642037     3.1709583920
              1143    0.2323971631     3.1709583920
              1144    0.2324301319     3.1709583920
              1145    0.2324631101     3.1709583920
              1146    0.2324960976     3.1709583920
              1147    0.2325290945     3.1709583920
              1148    0.2325621008     3.1709583920
              1149    0.2325951164     3.1709583920
              1150    0.2326281414     3.1709583920
              1151    0.2326611758     3.1709583920
              1152    0.2326942196     3.1709583920
              1153    0.2327272727     3.1709583920
              1154    0.2327603353     3.1709583920
              1155    0.2327934072     3.1709583920
              1156    0.2328264886     3.1709583920
              1157    0.2328595793     3.1709583920
              1158    0.2328926795     3.1709583920
              1159    0.2329257890     3.1709583920
              1160    0.2329589080     3.1709583920
              1161    0.2329920364     3.1709583920
              1162    0.2330251742     3.1709583920
              1163    0.2330583215     3.1709583920
              1164    0.2330914782     3.1709583920
              1165    0.2331246443     3.1709583920
              1166    0.2331578198     3.1709583920
              1167    0.2331910048     3.1709583920
              1168    0.2332241993     3.1709583920
              1169    0.2332574032     3.1709583920
              1170    0.2332906165     3.1709583920
              1171    0.2333238394     3.1709583920
              1172    0.2333570716     3.1709583920
              1173    0.2333903134     3.1709583920
              1174    0.2334235646     3.1709583920
              1175    0.2334568253     3.1709583920
              1176    0.2334900955     3.1709583920
              1177    0.2335233751     3.1709583920
              1178    0.2335566643     3.1709583920
              1179    0.2335899629     3.1709583920
              1180    0.2336232711     3.1709583920
              1181    0.2336565887     3.1709583920
              1182    0.2336899158     3.1709583920
              1183    0.2337232525     3.1709583920
              1184    0.2337565987     3.1709583920
              1185    0.2337899543     3.1709583920
              1186    0.2338233195     3.1709583920
              1187    0.2338566943     3.1709583920
              1188    0.2338900785     3.1709583920
              1189    0.2339234723     3.1709583920
              1190    0.2339568756     3.1709583920
              1191    0.2339902885     3.1709583920
              1192    0.2340237109     3.1709583920
              1193    0.2340571429     3.1709583920
              1194    0.2340905844     3.1709583920
              1195    0.2341240354     3.1709583920
              1196    0.2341574961     3.1709583920
              1197    0.2341909663     3.1709583920
              1198    0.2342244460     3.1709583920
              1199    0.2342579354     3.1709583920
              1200    0.2342914343     3.1709583920
              1201    0.2343249428     3.1709583920
              1202    0.2343584609     3.1709583920
              1203    0.2343919886     3.1709583920
              1204    0.2344255258     3.1709583920
              1205    0.2344590727     3.1709583920
              1206    0.2344926292     3.1709583920
              1207    0.2345261952     3.1709583920
              1208    0.2345597709     3.1709583920
              1209    0.2345933562     3.1709583920
              1210    0.2346269512     3.1709583920
              1211    0.2346605557     3.1709583920
              1212    0.2346941699     3.1709583920
              1213    0.2347277937     3.1709583920
              1214    0.2347614271     3.1709583920
              1215    0.2347950702     3.1709583920
              1216    0.2348287229     3.1709583920
              1217    0.2348623853     3.1709583920
              1218    0.2348960573     3.1709583920
              1219    0.2349297390     3.1709583920
              1220    0.2349634304     3.1709583920
              1221    0.2349971314     3.1709583920
              1222    0.2350308421     3.1709583920
              1223    0.2350645624     3.1709583920
              1224    0.2350982924     3.1709583920
              1225    0.2351320321     3.1709583920
              1226    0.2351657815     3.1709583920
              1227    0.2351995406     3.1709583920
              1228    0.2352333094     3.1709583920
              1229    0.2352670879     3.1709583920
              1230    0.2353008761     3.1709583920
              1231    0.2353346739     3.1709583920
              1232    0.2353684815     3.1709583920
              1233    0.2354022989     3.1709583920
              1234    0.2354361259     3.1709583920
              1235    0.2354699626     3.1709583920
              1236    0.2355038091     3.1709583920
              1237    0.2355376653     3.1709583920
              1238    0.2355715313     3.1709583920
              1239    0.2356054070     3.1709583920
              1240    0.2356392924     3.1709583920
              1241    0.2356731876     3.1709583920
              1242    0.2357070925     3.1709583920
              1243    0.2357410072     3.1709583920
              1244    0.2357749316     3.1709583920
              1245    0.2358088659     3.1709583920
              1246    0.2358428098     3.1709583920
              1247    0.2358767636     3.1709583920
              1248    0.2359107271     3.1709583920
              1249    0.2359447005     3.1709583920
              1250    0.2359786836     3.1709583920
              1251    0.2360126765     3.1709583920
              1252    0.2360466792     3.1709583920
              1253    0.2360806916     3.1709583920
              1254    0.2361147139     3.1709583920
              1255    0.2361487460     3.1709583920
              1256    0.2361827879     3.1709583920
              1257    0.2362168397     3.1709583920
              1258    0.2362509012     3.1709583920
              1259    0.2362849726     3.1709583920
              1260    0.2363190538     3.1709583920
              1261    0.2363531448     3.1709583920
              1262    0.2363872457     3.1709583920
              1263    0.2364213564     3.1709583920
              1264    0.2364554770     3.1709583920
              1265    0.2364896074     3.1709583920
              1266    0.2365237477     3.1709583920
              1267    0.2365578978     3.1709583920
              1268    0.2365920578     3.1709583920
              1269    0.2366262276     3.1709583920
              1270    0.2366604073     3.1709583920
              1271    0.2366945969     3.1709583920
              1272    0.2367287964     3.1709583920
              1273    0.2367630058     3.1709583920
              1274    0.2367972250     3.1709583920
              1275    0.2368314542     3.1709583920
              1276    0.2368656932     3.1709583920
              1277    0.2368999422     3.1709583920
              1278    0.2369342010     3.1709583920
              1279    0.2369684698     3.1709583920
              1280    0.2370027484     3.1709583920
              1281    0.2370370370     3.1709583920
              1282    0.2370713356     3.1709583920
              1283    0.2371056440     3.1709583920
              1284    0.2371399624     3.1709583920
              1285    0.2371742907     3.1709583920
              1286    0.2372086289     3.1709583920
              1287    0.2372429771     3.1709583920
              1288    0.2372773353     3.1709583920
              1289    0.2373117034     3.1709583920
              1290    0.2373460814     3.1709583920
              1291    0.2373804694     3.1709583920
              1292    0.2374148674     3.1709583920
              1293    0.2374492754     3.1709583920
              1294    0.2374836933     3.1709583920
              1295    0.2375181212     3.1709583920
              1296    0.2375525591     3.1709583920
              1297    0.2375870070     3.1709583920
              1298    0.2376214648     3.1709583920
              1299    0.2376559327     3.1709583920
              1300    0.2376904106     3.1709583920
              1301    0.2377248984     3.1709583920
              1302    0.2377593963     3.1709583920
              1303    0.2377939042     3.1709583920
              1304    0.2378284221     3.1709583920
              1305    0.2378629501     3.1709583920
              1306    0.2378974880     3.1709583920
              1307    0.2379320360     3.1709583920
              1308    0.2379665940     3.1709583920
              1309    0.2380011621     3.1709583920
              1310    0.2380357402     3.1709583920
              1311    0.2380703284     3.1709583920
              1312    0.2381049266     3.1709583920
              1313    0.2381395349     3.1709583920
              1314    0.2381741532     3.1709583920
              1315    0.2382087816     3.1709583920
              1316    0.2382434201     3.1709583920
              1317    0.2382780686     3.1709583920
              1318    0.2383127273     3.1709583920
              1319    0.2383473960     3.1709583920
              1320    0.2383820748     3.1709583920
              1321    0.2384167637     3.1709583920
              1322    0.2384514627     3.1709583920
              1323    0.2384861718     3.1709583920
              1324    0.2385208910     3.1709583920
              1325    0.2385556203     3.1709583920
              1326    0.2385903597     3.1709583920
              1327    0.2386251092     3.1709583920
              1328    0.2386598689     3.1709583920
              1329    0.2386946387     3.1709583920
              1330    0.2387294186     3.1709583920
              1331    0.2387642087     3.1709583920
              1332    0.2387990089     3.1709583920
              1333    0.2388338192     3.1709583920
              1334    0.2388686397     3.1709583920
              1335    0.2389034704     3.1709583920
              1336    0.2389383112     3.1709583920
              1337    0.2389731622     3.1709583920
              1338    0.2390080233     3.1709583920
              1339    0.2390428947     3.1709583920
              1340    0.2390777762     3.1709583920
              1341    0.2391126678     3.1709583920
              1342    0.2391475697     3.1709583920
              1343    0.2391824818     3.1709583920
              1344    0.2392174040     3.1709583920
              1345    0.2392523364     3.1709583920
              1346    0.2392872791     3.1709583920
              1347    0.2393222320     3.1709583920
              1348    0.2393571950     3.1709583920
              1349    0.2393921683     3.1709583920
              1350    0.2394271518     3.1709583920
              1351    0.2394621456     3.1709583920
              1352    0.2394971495     3.1709583920
              1353    0.2395321637     3.1709583920
              1354    0.2395671882     3.1709583920
              1355    0.2396022229     3.1709583920
              1356    0.2396372678     3.1709583920
              1357    0.2396723230     3.1709583920
              1358    0.2397073884     3.1709583920
              1359    0.2397424641     3.1709583920
              1360    0.2397775501     3.1709583920
              1361    0.2398126464     3.1709583920
              1362    0.2398477529     3.1709583920
              1363    0.2398828697     3.1709583920
              1364    0.2399179968     3.1709583920
              1365    0.2399531342     3.1709583920
              1366    0.2399882818     3.1709583920
              1367    0.2400234398     3.1709583920
              1368    0.2400586081     3.1709583920
              1369    0.2400937866     3.1709583920
              1370    0.2401289755     3.1709583920
              1371    0.2401641747     3.1709583920
              1372    0.2401993843     3.1709583920
              1373    0.2402346041     3.1709583920
              1374    0.2402698343     3.1709583920
              1375    0.2403050748     3.1709583920
              1376    0.2403403257     3.1709583920
              1377    0.2403755869     3.1709583920
              1378    0.2404108584     3.1709583920
              1379    0.2404461403     3.1709583920
              1380    0.2404814326     3.1709583920
              1381    0.2405167352     3.1709583920
              1382    0.2405520482     3.1709583920
              1383    0.2405873715     3.1709583920
              1384    0.2406227052     3.1709583920
              1385    0.2406580494     3.1709583920
              1386    0.2406934038     3.1709583920
              1387    0.2407287687     3.1709583920
              1388    0.2407641440     3.1709583920
              1389    0.2407995297     3.1709583920
              1390    0.2408349258     3.1709583920
              1391    0.2408703323     3.1709583920
              1392    0.2409057492     3.1709583920
              1393    0.2409411765     3.1709583920
              1394    0.2409766142     3.1709583920
              1395    0.2410120624     3.1709583920
              1396    0.2410475210     3.1709583920
              1397    0.2410829900     3.1709583920
              1398    0.2411184695     3.1709583920
              1399    0.2411539594     3.1709583920
              1400    0.2411894597     3.1709583920
              1401    0.2412249706     3.1709583920
              1402    0.2412604918     3.1709583920
              1403    0.2412960236     3.1709583920
              1404    0.2413315658     3.1709583920
              1405    0.2413671184     3.1709583920
              1406    0.2414026816     3.1709583920
              1407    0.2414382552     3.1709583920
              1408    0.2414738394     3.1709583920
              1409    0.2415094340     3.1709583920
              1410    0.2415450391     3.1709583920
              1411    0.2415806547     3.1709583920
              1412    0.2416162808     3.1709583920
              1413    0.2416519174     3.1709583920
              1414    0.2416875645     3.1709583920
              1415    0.2417232222     3.1709583920
              1416    0.2417588904     3.1709583920
              1417    0.2417945691     3.1709583920
              1418    0.2418302583     3.1709583920
              1419    0.2418659581     3.1709583920
              1420    0.2419016684     3.1709583920
              1421    0.2419373892     3.1709583920
              1422    0.2419731207     3.1709583920
              1423    0.2420088626     3.1709583920
              1424    0.2420446152     3.1709583920
              1425    0.2420803783     3.1709583920
              1426    0.2421161519     3.1709583920
              1427    0.2421519362     3.1709583920
              1428    0.2421877310     3.1709583920
              1429    0.2422235364     3.1709583920
              1430    0.2422593524     3.1709583920
              1431    0.2422951789     3.1709583920
              1432    0.2423310161     3.1709583920
              1433    0.2423668639     3.1709583920
              1434    0.2424027223     3.1709583920
              1435    0.2424385913     3.1709583920
              1436    0.2424744709     3.1709583920
              1437    0.2425103612     3.1709583920
              1438    0.2425462620     3.1709583920
              1439    0.2425821735     3.1709583920
              1440    0.2426180957     3.1709583920
              1441    0.2426540284     3.1709583920
              1442    0.2426899719     3.1709583920
              1443    0.2427259259     3.1709583920
              1444    0.2427618907     3.1709583920
              1445    0.2427978660     3.1709583920
              1446    0.2428338521     3.1709583920
              1447    0.2428698488     3.1709583920
              1448    0.2429058562     3.1709583920
              1449    0.2429418743     3.1709583920
              1450    0.2429779030     3.1709583920
              1451    0.2430139425     3.1709583920
              1452    0.2430499926     3.1709583920
              1453    0.2430860534     3.1709583920
              1454    0.2431221249     3.1709583920
              1455    0.2431582072     3.1709583920
              1456    0.2431943001     3.1709583920
              1457    0.2432304038     3.1709583920
              1458    0.2432665182     3.1709583920
              1459    0.2433026433     3.1709583920
              1460    0.2433387791     3.1709583920
              1461    0.2433749257     3.1709583920
              1462    0.2434110830     3.1709583920
              1463    0.2434472511     3.1709583920
              1464    0.2434834299     3.1709583920
              1465    0.2435196195     3.1709583920
              1466    0.2435558198     3.1709583920
              1467    0.2435920309     3.1709583920
              1468    0.2436282528     3.1709583920
              1469    0.2436644854     3.1709583920
              1470    0.2437007288     3.1709583920
              1471    0.2437369830     3.1709583920
              1472    0.2437732480     3.1709583920
              1473    0.2438095238     3.1709583920
              1474    0.2438458104     3.1709583920
              1475    0.2438821078     3.1709583920
              1476    0.2439184160     3.1709583920
              1477    0.2439547350     3.1709583920
              1478    0.2439910648     3.1709583920
              1479    0.2440274054     3.1709583920
              1480    0.2440637569     3.1709583920
              1481    0.2441001192     3.1709583920
              1482    0.2441364923     3.1709583920
              1483    0.2441728763     3.1709583920
              1484    0.2442092711     3.1709583920
              1485    0.2442456768     3.1709583920
              1486    0.2442820933     3.1709583920
              1487    0.2443185207     3.1709583920
              1488    0.2443549590     3.1709583920
              1489    0.2443914081     3.1709583920
              1490    0.2444278681     3.1709583920
              1491    0.2444643390     3.1709583920
              1492    0.2445008208     3.1709583920
              1493    0.2445373134     3.1709583920
              1494    0.2445738170     3.1709583920
              1495    0.2446103314     3.1709583920
              1496    0.2446468568     3.1709583920
              1497    0.2446833931     3.1709583920
              1498    0.2447199403     3.1709583920
              1499    0.2447564984     3.1709583920
              1500    0.2447930674     3.1709583920
              1501    0.2448296473     3.1709583920
              1502    0.2448662382     3.1709583920
              1503    0.2449028401     3.1709583920
              1504    0.2449394528     3.1709583920
              1505    0.2449760766     3.1709583920
              1506    0.2450127112     3.1709583920
              1507    0.2450493569     3.1709583920
              1508    0.2450860135     3.1709583920
              1509    0.2451226810     3.1709583920
              1510    0.2451593596     3.1709583920
              1511    0.2451960491     3.1709583920
              1512    0.2452327496     3.1709583920
              1513    0.2452694611     3.1709583920
              1514    0.2453061836     3.1709583920
              1515    0.2453429170     3.1709583920
              1516    0.2453796615     3.1709583920
              1517    0.2454164170     3.1709583920
              1518    0.2454531835     3.1709583920
              1519    0.2454899610     3.1709583920
              1520    0.2455267496     3.1709583920
              1521    0.2455635492     3.1709583920
              1522    0.2456003598     3.1709583920
              1523    0.2456371814     3.1709583920
              1524    0.2456740141     3.1709583920
              1525    0.2457108578     3.1709583920
              1526    0.2457477126     3.1709583920
              1527    0.2457845785     3.1709583920
              1528    0.2458214554     3.1709583920
              1529    0.2458583433     3.1709583920
              1530    0.2458952424     3.1709583920
              1531    0.2459321525     3.1709583920
              1532    0.2459690737     3.1709583920
              1533    0.2460060060     3.1709583920
              1534    0.2460429494     3.1709583920
              1535    0.2460799039     3.1709583920
              1536    0.2461168695     3.1709583920
              1537    0.2461538462     3.1709583920
              1538    0.2461908340     3.1709583920
              1539    0.2462278329     3.1709583920
              1540    0.2462648429     3.1709583920
              1541    0.2463018641     3.1709583920
              1542    0.2463388964     3.1709583920
              1543    0.2463759398     3.1709583920
              1544    0.2464129944     3.1709583920
              1545    0.2464500602     3.1709583920
              1546    0.2464871371     3.1709583920
              1547    0.2465242251     3.1709583920
              1548    0.2465613243     3.1709583920
              1549    0.2465984347     3.1709583920
              1550    0.2466355562     3.1709583920
              1551    0.2466726889     3.1709583920
              1552    0.2467098329     3.1709583920
              1553    0.2467469880     3.1709583920
              1554    0.2467841542     3.1709583920
              1555    0.2468213317     3.1709583920
              1556    0.2468585204     3.1709583920
              1557    0.2468957203     3.1709583920
              1558    0.2469329314     3.1709583920
              1559    0.2469701538     3.1709583920
              1560    0.2470073873     3.1709583920
              1561    0.2470446321     3.1709583920
              1562    0.2470818881     3.1709583920
              1563    0.2471191554     3.1709583920
              1564    0.2471564339     3.1709583920
              1565    0.2471937236     3.1709583920
              1566    0.2472310246     3.1709583920
              1567    0.2472683369     3.1709583920
              1568    0.2473056604     3.1709583920
              1569    0.2473429952     3.1709583920
              1570    0.2473803412     3.1709583920
              1571    0.2474176986     3.1709583920
              1572    0.2474550672     3.1709583920
              1573    0.2474924471     3.1709583920
              1574    0.2475298383     3.1709583920
              1575    0.2475672409     3.1709583920
              1576    0.2476046547     3.1709583920
              1577    0.2476420798     3.1709583920
              1578    0.2476795163     3.1709583920
              1579    0.2477169640     3.1709583920
              1580    0.2477544231     3.1709583920
              1581    0.2477918935     3.1709583920
              1582    0.2478293753     3.1709583920
              1583    0.2478668684     3.1709583920
              1584    0.2479043728     3.1709583920
              1585    0.2479418886     3.1709583920
              1586    0.2479794158     3.1709583920
              1587    0.2480169543     3.1709583920
              1588    0.2480545042     3.1709583920
              1589    0.2480920654     3.1709583920
              1590    0.2481296380     3.1709583920
              1591    0.2481672221     3.1709583920
              1592    0.2482048175     3.1709583920
              1593    0.2482424242     3.1709583920
              1594    0.2482800424     3.1709583920
              1595    0.2483176720     3.1709583920
              1596    0.2483553130     3.1709583920
              1597    0.2483929654     3.1709583920
              1598    0.2484306293     3.1709583920
              1599    0.2484683045     3.1709583920
              1600    0.2485059912     3.1709583920
              1601    0.2485436893     3.1709583920
              1602    0.2485813989     3.1709583920
              1603    0.2486191199     3.1709583920
              1604    0.2486568523     3.1709583920
              1605    0.2486945962     3.1709583920
              1606    0.2487323516     3.1709583920
              1607    0.2487701184     3.1709583920
              1608    0.2488078967     3.1709583920
              1609    0.2488456865     3.1709583920
              1610    0.2488834878     3.1709583920
              1611    0.2489213005     3.1709583920
              1612    0.2489591248     3.1709583920
              1613    0.2489969605     3.1709583920
              1614    0.2490348077     3.1709583920
              1615    0.2490726665     3.1709583920
              1616    0.2491105367     3.1709583920
              1617    0.2491484185     3.1709583920
              1618    0.2491863118     3.1709583920
              1619    0.2492242166     3.1709583920
              1620    0.2492621330     3.1709583920
              1621    0.2493000609     3.1709583920
              1622    0.2493380003     3.1709583920
              1623    0.2493759513     3.1709583920
              1624    0.2494139138     3.1709583920
              1625    0.2494518879     3.1709583920
              1626    0.2494898736     3.1709583920
              1627    0.2495278708     3.1709583920
              1628    0.2495658797     3.1709583920
              1629    0.2496039001     3.1709583920
              1630    0.2496419320     3.1709583920
              1631    0.2496799756     3.1709583920
              1632    0.2497180308     3.1709583920
              1633    0.2497560976     3.1709583920
              1634    0.2497941759     3.1709583920
              1635    0.2498322659     3.1709583920
              1636    0.2498703675     3.1709583920
              1637    0.2499084808     3.1709583920
              1638    0.2499466056     3.1709583920
              1639    0.2499847421     3.1709583920
              1640    0.2500228903     3.1709583920
              1641    0.2500610501     3.1709583920
              1642    0.2500992215     3.1709583920
              1643    0.2501374046     3.1709583920
              1644    0.2501755993     3.1709583920
              1645    0.2502138057     3.1709583920
              1646    0.2502520238     3.1709583920
              1647    0.2502902536     3.1709583920
              1648    0.2503284950     3.1709583920
              1649    0.2503667482     3.1709583920
              1650    0.2504050130     3.1709583920
              1651    0.2504432895     3.1709583920
              1652    0.2504815777     3.1709583920
              1653    0.2505198777     3.1709583920
              1654    0.2505581893     3.1709583920
              1655    0.2505965127     3.1709583920
              1656    0.2506348478     3.1709583920
              1657    0.2506731946     3.1709583920
              1658    0.2507115532     3.1709583920
              1659    0.2507499235     3.1709583920
              1660    0.2507883055     3.1709583920
              1661    0.2508266993     3.1709583920
              1662    0.2508651049     3.1709583920
              1663    0.2509035222     3.1709583920
              1664    0.2509419513     3.1709583920
              1665    0.2509803922     3.1709583920
              1666    0.2510188448     3.1709583920
              1667    0.2510573092     3.1709583920
              1668    0.2510957854     3.1709583920
              1669    0.2511342735     3.1709583920
              1670    0.2511727733     3.1709583920
              1671    0.2512112849     3.1709583920
              1672    0.2512498083     3.1709583920
              1673    0.2512883436     3.1709583920
              1674    0.2513268906     3.1709583920
              1675    0.2513654495     3.1709583920
              1676    0.2514040203     3.1709583920
              1677    0.2514426028     3.1709583920
              1678    0.2514811972     3.1709583920
              1679    0.2515198035     3.1709583920
              1680    0.2515584216     3.1709583920
              1681    0.2515970516     3.1709583920
              1682    0.2516356934     3.1709583920
              1683    0.2516743472     3.1709583920
              1684    0.2517130128     3.1709583920
              1685    0.2517516902     3.1709583920
              1686    0.2517903796     3.1709583920
              1687    0.2518290808     3.1709583920
              1688    0.2518677940     3.1709583920
              1689    0.2519065191     3.1709583920
              1690    0.2519452560     3.1709583920
              1691    0.2519840049     3.1709583920
              1692    0.2520227657     3.1709583920
              1693    0.2520615385     3.1709583920
              1694    0.2521003231     3.1709583920
              1695    0.2521391197     3.1709583920
              1696    0.2521779283     3.1709583920
              1697    0.2522167488     3.1709583920
              1698    0.2522555812     3.1709583920
              1699    0.2522944256     3.1709583920
              1700    0.2523332820     3.1709583920
              1701    0.2523721503     3.1709583920
              1702    0.2524110307     3.1709583920
              1703    0.2524499230     3.1709583920
              1704    0.2524888272     3.1709583920
              1705    0.2525277435     3.1709583920
              1706    0.2525666718     3.1709583920
              1707    0.2526056121     3.1709583920
              1708    0.2526445644     3.1709583920
              1709    0.2526835287     3.1709583920
              1710    0.2527225050     3.1709583920
              1711    0.2527614934     3.1709583920
              1712    0.2528004938     3.1709583920
              1713    0.2528395062     3.1709583920
              1714    0.2528785306     3.1709583920
              1715    0.2529175672     3.1709583920
              1716    0.2529566157     3.1709583920
              1717    0.2529956763     3.1709583920
              1718    0.2530347490     3.1709583920
              1719    0.2530738338     3.1709583920
              1720    0.2531129306     3.1709583920
              1721    0.2531520396     3.1709583920
              1722    0.2531911606     3.1709583920
              1723    0.2532302937     3.1709583920
              1724    0.2532694389     3.1709583920
              1725    0.2533085962     3.1709583920
              1726    0.2533477656     3.1709583920
              1727    0.2533869471     3.1709583920
              1728    0.2534261408     3.1709583920
              1729    0.2534653465     3.1709583920
              1730    0.2535045644     3.1709583920
              1731    0.2535437945     3.1709583920
              1732    0.2535830367     3.1709583920
              1733    0.2536222910     3.1709583920
              1734    0.2536615575     3.1709583920
              1735    0.2537008362     3.1709583920
              1736    0.2537401270     3.1709583920
              1737    0.2537794300     3.1709583920
              1738    0.2538187452     3.1709583920
              1739    0.2538580725     3.1709583920
              1740    0.2538974121     3.1709583920
              1741    0.2539367638     3.1709583920
              1742    0.2539761277     3.1709583920
              1743    0.2540155039     3.1709583920
              1744    0.2540548922     3.1709583920
              1745    0.2540942928     3.1709583920
              1746    0.2541337056     3.1709583920
              1747    0.2541731306     3.1709583920
              1748    0.2542125679     3.1709583920
              1749    0.2542520174     3.1709583920
              1750    0.2542914791     3.1709583920
              1751    0.2543309531     3.1709583920
              1752    0.2543704394     3.1709583920
              1753    0.2544099379     3.1709583920
              1754    0.2544494487     3.1709583920
              1755    0.2544889717     3.1709583920
              1756    0.2545285071     3.1709583920
              1757    0.2545680547     3.1709583920
              1758    0.2546076146     3.1709583920
              1759    0.2546471868     3.1709583920
              1760    0.2546867713     3.1709583920
              1761    0.2547263682     3.1709583920
              1762    0.2547659773     3.1709583920
              1763    0.2548055988     3.1709583920
              1764    0.2548452325     3.1709583920
              1765    0.2548848787     3.1709583920
              1766    0.2549245371     3.1709583920
              1767    0.2549642079     3.1709583920
              1768    0.2550038911     3.1709583920
              1769    0.2550435866     3.1709583920
              1770    0.2550832944     3.1709583920
              1771    0.2551230146     3.1709583920
              1772    0.2551627472     3.1709583920
              1773    0.2552024922     3.1709583920
              1774    0.2552422496     3.1709583920
              1775    0.2552820193     3.1709583920
              1776    0.2553218015     3.1709583920
              1777    0.2553615960     3.1709583920
              1778    0.2554014030     3.1709583920
              1779    0.2554412223     3.1709583920
              1780    0.2554810541     3.1709583920
              1781    0.2555208983     3.1709583920
              1782    0.2555607550     3.1709583920
              1783    0.2556006240     3.1709583920
              1784    0.2556405055     3.1709583920
              1785    0.2556803995     3.1709583920
              1786    0.2557203059     3.1709583920
              1787    0.2557602248     3.1709583920
              1788    0.2558001561     3.1709583920
              1789    0.2558400999     3.1709583920
              1790    0.2558800562     3.1709583920
              1791    0.2559200250     3.1709583920
              1792    0.2559600062     3.1709583920
              1793    0.2560000000     3.1709583920
              1794    0.2560400063     3.1709583920
              1795    0.2560800250     3.1709583920
              1796    0.2561200563     3.1709583920
              1797    0.2561601001     3.1709583920
              1798    0.2562001564     3.1709583920
              1799    0.2562402252     3.1709583920
              1800    0.2562803066     3.1709583920
              1801    0.2563204005     3.1709583920
              1802    0.2563605070     3.1709583920
              1803    0.2564006260     3.1709583920
              1804    0.2564407576     3.1709583920
              1805    0.2564809017     3.1709583920
              1806    0.2565210584     3.1709583920
              1807    0.2565612277     3.1709583920
              1808    0.2566014096     3.1709583920
              1809    0.2566416040     3.1709583920
              1810    0.2566818111     3.1709583920
              1811    0.2567220307     3.1709583920
              1812    0.2567622630     3.1709583920
              1813    0.2568025078     3.1709583920
              1814    0.2568427653     3.1709583920
              1815    0.2568830354     3.1709583920
              1816    0.2569233182     3.1709583920
              1817    0.2569636136     3.1709583920
              1818    0.2570039216     3.1709583920
              1819    0.2570442422     3.1709583920
              1820    0.2570845756     3.1709583920
              1821    0.2571249215     3.1709583920
              1822    0.2571652802     3.1709583920
              1823    0.2572056515     3.1709583920
              1824    0.2572460355     3.1709583920
              1825    0.2572864322     3.1709583920
              1826    0.2573268415     3.1709583920
              1827    0.2573672636     3.1709583920
              1828    0.2574076984     3.1709583920
              1829    0.2574481458     3.1709583920
              1830    0.2574886060     3.1709583920
              1831    0.2575290789     3.1709583920
              1832    0.2575695645     3.1709583920
              1833    0.2576100629     3.1709583920
              1834    0.2576505740     3.1709583920
              1835    0.2576910978     3.1709583920
              1836    0.2577316344     3.1709583920
              1837    0.2577721838     3.1709583920
              1838    0.2578127459     3.1709583920
              1839    0.2578533207     3.1709583920
              1840    0.2578939084     3.1709583920
              1841    0.2579345088     3.1709583920
              1842    0.2579751220     3.1709583920
              1843    0.2580157480     3.1709583920
              1844    0.2580563868     3.1709583920
              1845    0.2580970384     3.1709583920
              1846    0.2581377029     3.1709583920
              1847    0.2581783801     3.1709583920
              1848    0.2582190701     3.1709583920
              1849    0.2582597730     3.1709583920
              1850    0.2583004887     3.1709583920
              1851    0.2583412173     3.1709583920
              1852    0.2583819587     3.1709583920
              1853    0.2584227129     3.1709583920
              1854    0.2584634800     3.1709583920
              1855    0.2585042600     3.1709583920
              1856    0.2585450529     3.1709583920
              1857    0.2585858586     3.1709583920
              1858    0.2586266772     3.1709583920
              1859    0.2586675087     3.1709583920
              1860    0.2587083531     3.1709583920
              1861    0.2587492104     3.1709583920
              1862    0.2587900806     3.1709583920
              1863    0.2588309637     3.1709583920
              1864    0.2588718597     3.1709583920
              1865    0.2589127686     3.1709583920
              1866    0.2589536905     3.1709583920
              1867    0.2589946254     3.1709583920
              1868    0.2590355731     3.1709583920
              1869    0.2590765338     3.1709583920
              1870    0.2591175075     3.1709583920
              1871    0.2591584941     3.1709583920
              1872    0.2591994938     3.1709583920
              1873    0.2592405063     3.1709583920
              1874    0.2592815319     3.1709583920
              1875    0.2593225704     3.1709583920
              1876    0.2593636220     3.1709583920
              1877    0.2594046865     3.1709583920
