


                  RAYLEIGH WAVE      MODE #  0

                         PERIOD          PHASE VEL
               376    0.2095944736     3.1709583920
               377    0.2096212897     3.1709583920
               378    0.2096481126     3.1709583920
               379    0.2096749424     3.1709583920
               380    0.2097017791     3.1709583920
               381    0.2097286226     3.1709583920
               382    0.2097554731     3.1709583920
               383    0.2097823303     3.1709583920
               384    0.2098091945     3.1709583920
               385    0.2098360656     3.1709583920
               386    0.2098629435     3.1709583920
               387    0.2098898283     3.1709583920
               388    0.2099167201     3.1709583920
               389    0.2099436187     3.1709583920
               390    0.2099705242     3.1709583920
               391    0.2099974366     3.1709583920
               392    0.2100243559     3.1709583920
               393    0.2100512821     3.1709583920
               394    0.2100782152     3.1709583920
               395    0.2101051552     3.1709583920
               396    0.2101321021     3.1709583920
               397    0.2101590559     3.1709583920
               398    0.2101860167     3.1709583920
               399    0.2102129843     3.1709583920
               400    0.2102399589     3.1709583920
               401    0.2102669405     3.1709583920
               402    0.2102939289     3.1709583920
               403    0.2103209243     3.1709583920
               404    0.2103479266     3.1709583920
               405    0.2103749358     3.1709583920
               406    0.2104019520     3.1709583920
               407    0.2104289751     3.1709583920
               408    0.2104560051     3.1709583920
               409    0.2104830421     3.1709583920
               410    0.2105100861     3.1709583920
               411    0.2105371370     3.1709583920
               412    0.2105641948     3.1709583920
               413    0.2105912596     3.1709583920
               414    0.2106183314     3.1709583920
               415    0.2106454101     3.1709583920
               416    0.2106724958     3.1709583920
               417    0.2106995885     3.1709583920
               418    0.2107266881     3.1709583920
               419    0.2107537947     3.1709583920
               420    0.2107809083     3.1709583920
               421    0.2108080288     3.1709583920
               422    0.2108351564     3.1709583920
               423    0.2108622909     3.1709583920
               424    0.2108894324     3.1709583920
               425    0.2109165808     3.1709583920
               426    0.2109437363     3.1709583920
               427    0.2109708988     3.1709583920
               428    0.2109980683     3.1709583920
               429    0.2110252447     3.1709583920
               430    0.2110524282     3.1709583920
               431    0.2110796187     3.1709583920
               432    0.2111068161     3.1709583920
               433    0.2111340206     3.1709583920
               434    0.2111612321     3.1709583920
               435    0.2111884506     3.1709583920
               436    0.2112156762     3.1709583920
               437    0.2112429087     3.1709583920
               438    0.2112701483     3.1709583920
               439    0.2112973949     3.1709583920
               440    0.2113246485     3.1709583920
               441    0.2113519092     3.1709583920
               442    0.2113791769     3.1709583920
               443    0.2114064516     3.1709583920
               444    0.2114337334     3.1709583920
               445    0.2114610222     3.1709583920
               446    0.2114883181     3.1709583920
               447    0.2115156210     3.1709583920
               448    0.2115429309     3.1709583920
               449    0.2115702479     3.1709583920
               450    0.2115975720     3.1709583920
               451    0.2116249031     3.1709583920
               452    0.2116522413     3.1709583920
               453    0.2116795866     3.1709583920
               454    0.2117069389     3.1709583920
               455    0.2117342983     3.1709583920
               456    0.2117616647     3.1709583920
               457    0.2117890383     3.1709583920
               458    0.2118164189     3.1709583920
               459    0.2118438066     3.1709583920
               460    0.2118712013     3.1709583920
               461    0.2118986032     3.1709583920
               462    0.2119260122     3.1709583920
               463    0.2119534282     3.1709583920
               464    0.2119808513     3.1709583920
               465    0.2120082816     3.1709583920
               466    0.2120357189     3.1709583920
               467    0.2120631633     3.1709583920
               468    0.2120906149     3.1709583920
               469    0.2121180735     3.1709583920
               470    0.2121455393     3.1709583920
               471    0.2121730122     3.1709583920
               472    0.2122004922     3.1709583920
               473    0.2122279793     3.1709583920
               474    0.2122554735     3.1709583920
               475    0.2122829749     3.1709583920
               476    0.2123104833     3.1709583920
               477    0.2123379990     3.1709583920
               478    0.2123655217     3.1709583920
               479    0.2123930516     3.1709583920
               480    0.2124205886     3.1709583920
               481    0.2124481328     3.1709583920
               482    0.2124756841     3.1709583920
               483    0.2125032425     3.1709583920
               484    0.2125308081     3.1709583920
               485    0.2125583809     3.1709583920
               486    0.2125859608     3.1709583920
               487    0.2126135479     3.1709583920
               488    0.2126411421     3.1709583920
               489    0.2126687435     3.1709583920
               490    0.2126963521     3.1709583920
               491    0.2127239678     3.1709583920
               492    0.2127515907     3.1709583920
               493    0.2127792208     3.1709583920
               494    0.2128068580     3.1709583920
               495    0.2128345025     3.1709583920
               496    0.2128621541     3.1709583920
               497    0.2128898129     3.1709583920
               498    0.2129174789     3.1709583920
               499    0.2129451521     3.1709583920
               500    0.2129728324     3.1709583920
               501    0.2130005200     3.1709583920
               502    0.2130282148     3.1709583920
               503    0.2130559168     3.1709583920
               504    0.2130836260     3.1709583920
               505    0.2131113424     3.1709583920
               506    0.2131390660     3.1709583920
               507    0.2131667968     3.1709583920
               508    0.2131945348     3.1709583920
               509    0.2132222801     3.1709583920
               510    0.2132500325     3.1709583920
               511    0.2132777922     3.1709583920
               512    0.2133055592     3.1709583920
               513    0.2133333333     3.1709583920
               514    0.2133611147     3.1709583920
               515    0.2133889034     3.1709583920
               516    0.2134166992     3.1709583920
               517    0.2134445023     3.1709583920
               518    0.2134723127     3.1709583920
               519    0.2135001303     3.1709583920
               520    0.2135279552     3.1709583920
               521    0.2135557873     3.1709583920
               522    0.2135836266     3.1709583920
               523    0.2136114733     3.1709583920
               524    0.2136393272     3.1709583920
               525    0.2136671883     3.1709583920
               526    0.2136950567     3.1709583920
               527    0.2137229324     3.1709583920
               528    0.2137508154     3.1709583920
               529    0.2137787056     3.1709583920
               530    0.2138066032     3.1709583920
               531    0.2138345080     3.1709583920
               532    0.2138624200     3.1709583920
               533    0.2138903394     3.1709583920
               534    0.2139182661     3.1709583920
               535    0.2139462001     3.1709583920
               536    0.2139741413     3.1709583920
               537    0.2140020899     3.1709583920
               538    0.2140300457     3.1709583920
               539    0.2140580089     3.1709583920
               540    0.2140859794     3.1709583920
               541    0.2141139571     3.1709583920
               542    0.2141419422     3.1709583920
               543    0.2141699346     3.1709583920
               544    0.2141979344     3.1709583920
               545    0.2142259414     3.1709583920
               546    0.2142539558     3.1709583920
               547    0.2142819775     3.1709583920
               548    0.2143100065     3.1709583920
               549    0.2143380429     3.1709583920
               550    0.2143660866     3.1709583920
               551    0.2143941377     3.1709583920
               552    0.2144221960     3.1709583920
               553    0.2144502618     3.1709583920
               554    0.2144783349     3.1709583920
               555    0.2145064153     3.1709583920
               556    0.2145345031     3.1709583920
               557    0.2145625982     3.1709583920
               558    0.2145907007     3.1709583920
               559    0.2146188106     3.1709583920
               560    0.2146469278     3.1709583920
               561    0.2146750524     3.1709583920
               562    0.2147031844     3.1709583920
               563    0.2147313237     3.1709583920
               564    0.2147594704     3.1709583920
               565    0.2147876245     3.1709583920
               566    0.2148157860     3.1709583920
               567    0.2148439549     3.1709583920
               568    0.2148721311     3.1709583920
               569    0.2149003148     3.1709583920
               570    0.2149285058     3.1709583920
               571    0.2149567043     3.1709583920
               572    0.2149849101     3.1709583920
               573    0.2150131234     3.1709583920
               574    0.2150413440     3.1709583920
               575    0.2150695721     3.1709583920
               576    0.2150978075     3.1709583920
               577    0.2151260504     3.1709583920
               578    0.2151543007     3.1709583920
               579    0.2151825584     3.1709583920
               580    0.2152108236     3.1709583920
               581    0.2152390962     3.1709583920
               582    0.2152673762     3.1709583920
               583    0.2152956636     3.1709583920
               584    0.2153239585     3.1709583920
               585    0.2153522608     3.1709583920
               586    0.2153805705     3.1709583920
               587    0.2154088877     3.1709583920
               588    0.2154372124     3.1709583920
               589    0.2154655445     3.1709583920
               590    0.2154938840     3.1709583920
               591    0.2155222310     3.1709583920
               592    0.2155505854     3.1709583920
               593    0.2155789474     3.1709583920
               594    0.2156073168     3.1709583920
               595    0.2156356936     3.1709583920
               596    0.2156640779     3.1709583920
               597    0.2156924697     3.1709583920
               598    0.2157208690     3.1709583920
               599    0.2157492757     3.1709583920
               600    0.2157776900     3.1709583920
               601    0.2158061117     3.1709583920
               602    0.2158345409     3.1709583920
               603    0.2158629776     3.1709583920
               604    0.2158914218     3.1709583920
               605    0.2159198735     3.1709583920
               606    0.2159483327     3.1709583920
               607    0.2159767994     3.1709583920
               608    0.2160052736     3.1709583920
               609    0.2160337553     3.1709583920
               610    0.2160622445     3.1709583920
               611    0.2160907412     3.1709583920
               612    0.2161192455     3.1709583920
               613    0.2161477573     3.1709583920
               614    0.2161762766     3.1709583920
               615    0.2162048034     3.1709583920
               616    0.2162333377     3.1709583920
               617    0.2162618796     3.1709583920
               618    0.2162904290     3.1709583920
               619    0.2163189860     3.1709583920
               620    0.2163475505     3.1709583920
               621    0.2163761226     3.1709583920
               622    0.2164047022     3.1709583920
               623    0.2164332893     3.1709583920
               624    0.2164618840     3.1709583920
               625    0.2164904863     3.1709583920
               626    0.2165190961     3.1709583920
               627    0.2165477135     3.1709583920
               628    0.2165763384     3.1709583920
               629    0.2166049709     3.1709583920
               630    0.2166336110     3.1709583920
               631    0.2166622587     3.1709583920
               632    0.2166909139     3.1709583920
               633    0.2167195767     3.1709583920
               634    0.2167482471     3.1709583920
               635    0.2167769251     3.1709583920
               636    0.2168056107     3.1709583920
               637    0.2168343039     3.1709583920
               638    0.2168630046     3.1709583920
               639    0.2168917130     3.1709583920
               640    0.2169204290     3.1709583920
               641    0.2169491525     3.1709583920
               642    0.2169778837     3.1709583920
               643    0.2170066225     3.1709583920
               644    0.2170353689     3.1709583920
               645    0.2170641229     3.1709583920
               646    0.2170928846     3.1709583920
               647    0.2171216539     3.1709583920
               648    0.2171504307     3.1709583920
               649    0.2171792153     3.1709583920
               650    0.2172080074     3.1709583920
               651    0.2172368072     3.1709583920
               652    0.2172656146     3.1709583920
               653    0.2172944297     3.1709583920
               654    0.2173232524     3.1709583920
               655    0.2173520828     3.1709583920
               656    0.2173809208     3.1709583920
               657    0.2174097665     3.1709583920
               658    0.2174386198     3.1709583920
               659    0.2174674808     3.1709583920
               660    0.2174963494     3.1709583920
               661    0.2175252257     3.1709583920
               662    0.2175541097     3.1709583920
               663    0.2175830013     3.1709583920
               664    0.2176119007     3.1709583920
               665    0.2176408077     3.1709583920
               666    0.2176697223     3.1709583920
               667    0.2176986447     3.1709583920
               668    0.2177275748     3.1709583920
               669    0.2177565125     3.1709583920
               670    0.2177854579     3.1709583920
               671    0.2178144111     3.1709583920
               672    0.2178433719     3.1709583920
               673    0.2178723404     3.1709583920
               674    0.2179013167     3.1709583920
               675    0.2179303006     3.1709583920
               676    0.2179592923     3.1709583920
               677    0.2179882916     3.1709583920
               678    0.2180172987     3.1709583920
               679    0.2180463135     3.1709583920
               680    0.2180753361     3.1709583920
               681    0.2181043663     3.1709583920
               682    0.2181334043     3.1709583920
               683    0.2181624501     3.1709583920
               684    0.2181915035     3.1709583920
               685    0.2182205647     3.1709583920
               686    0.2182496337     3.1709583920
               687    0.2182787104     3.1709583920
               688    0.2183077948     3.1709583920
               689    0.2183368870     3.1709583920
               690    0.2183659869     3.1709583920
               691    0.2183950946     3.1709583920
               692    0.2184242101     3.1709583920
               693    0.2184533333     3.1709583920
               694    0.2184824643     3.1709583920
               695    0.2185116031     3.1709583920
               696    0.2185407496     3.1709583920
               697    0.2185699039     3.1709583920
               698    0.2185990660     3.1709583920
               699    0.2186282359     3.1709583920
               700    0.2186574136     3.1709583920
               701    0.2186865990     3.1709583920
               702    0.2187157923     3.1709583920
               703    0.2187449933     3.1709583920
               704    0.2187742022     3.1709583920
               705    0.2188034188     3.1709583920
               706    0.2188326432     3.1709583920
               707    0.2188618755     3.1709583920
               708    0.2188911156     3.1709583920
               709    0.2189203634     3.1709583920
               710    0.2189496191     3.1709583920
               711    0.2189788827     3.1709583920
               712    0.2190081540     3.1709583920
               713    0.2190374332     3.1709583920
               714    0.2190667201     3.1709583920
               715    0.2190960150     3.1709583920
               716    0.2191253176     3.1709583920
               717    0.2191546281     3.1709583920
               718    0.2191839465     3.1709583920
               719    0.2192132727     3.1709583920
               720    0.2192426067     3.1709583920
               721    0.2192719486     3.1709583920
               722    0.2193012984     3.1709583920
               723    0.2193306560     3.1709583920
               724    0.2193600214     3.1709583920
               725    0.2193893948     3.1709583920
               726    0.2194187759     3.1709583920
               727    0.2194481650     3.1709583920
               728    0.2194775620     3.1709583920
               729    0.2195069668     3.1709583920
               730    0.2195363795     3.1709583920
               731    0.2195658001     3.1709583920
               732    0.2195952285     3.1709583920
               733    0.2196246649     3.1709583920
               734    0.2196541091     3.1709583920
               735    0.2196835613     3.1709583920
               736    0.2197130213     3.1709583920
               737    0.2197424893     3.1709583920
               738    0.2197719651     3.1709583920
               739    0.2198014489     3.1709583920
               740    0.2198309406     3.1709583920
               741    0.2198604402     3.1709583920
               742    0.2198899477     3.1709583920
               743    0.2199194631     3.1709583920
               744    0.2199489864     3.1709583920
               745    0.2199785177     3.1709583920
               746    0.2200080569     3.1709583920
               747    0.2200376041     3.1709583920
               748    0.2200671592     3.1709583920
               749    0.2200967222     3.1709583920
               750    0.2201262932     3.1709583920
               751    0.2201558721     3.1709583920
               752    0.2201854589     3.1709583920
               753    0.2202150538     3.1709583920
               754    0.2202446565     3.1709583920
               755    0.2202742673     3.1709583920
               756    0.2203038860     3.1709583920
               757    0.2203335126     3.1709583920
               758    0.2203631473     3.1709583920
               759    0.2203927899     3.1709583920
               760    0.2204224405     3.1709583920
               761    0.2204520990     3.1709583920
               762    0.2204817656     3.1709583920
               763    0.2205114401     3.1709583920
               764    0.2205411226     3.1709583920
               765    0.2205708131     3.1709583920
               766    0.2206005116     3.1709583920
               767    0.2206302182     3.1709583920
               768    0.2206599327     3.1709583920
               769    0.2206896552     3.1709583920
               770    0.2207193857     3.1709583920
               771    0.2207491242     3.1709583920
               772    0.2207788708     3.1709583920
               773    0.2208086253     3.1709583920
               774    0.2208383879     3.1709583920
               775    0.2208681585     3.1709583920
               776    0.2208979372     3.1709583920
               777    0.2209277238     3.1709583920
               778    0.2209575185     3.1709583920
               779    0.2209873213     3.1709583920
               780    0.2210171321     3.1709583920
               781    0.2210469509     3.1709583920
               782    0.2210767778     3.1709583920
               783    0.2211066127     3.1709583920
               784    0.2211364557     3.1709583920
               785    0.2211663067     3.1709583920
               786    0.2211961658     3.1709583920
               787    0.2212260329     3.1709583920
               788    0.2212559082     3.1709583920
               789    0.2212857915     3.1709583920
               790    0.2213156828     3.1709583920
               791    0.2213455823     3.1709583920
               792    0.2213754898     3.1709583920
               793    0.2214054054     3.1709583920
               794    0.2214353291     3.1709583920
               795    0.2214652609     3.1709583920
               796    0.2214952008     3.1709583920
               797    0.2215251487     3.1709583920
               798    0.2215551048     3.1709583920
               799    0.2215850690     3.1709583920
               800    0.2216150413     3.1709583920
               801    0.2216450216     3.1709583920
               802    0.2216750101     3.1709583920
               803    0.2217050068     3.1709583920
               804    0.2217350115     3.1709583920
               805    0.2217650244     3.1709583920
               806    0.2217950453     3.1709583920
               807    0.2218250745     3.1709583920
               808    0.2218551117     3.1709583920
               809    0.2218851571     3.1709583920
               810    0.2219152106     3.1709583920
               811    0.2219452723     3.1709583920
               812    0.2219753421     3.1709583920
               813    0.2220054201     3.1709583920
               814    0.2220355062     3.1709583920
               815    0.2220656004     3.1709583920
               816    0.2220957029     3.1709583920
